"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Collect Pros, LLC","","$222,991","$0","$222,991","2017","20170414","consumer-protection-related offenses","consumer protection violation","","Collect Pros, LLC agreed to forgive debts, pay restitution and pay civil penalty in settlement of allegations of unlawful debt collection.","state","agency action","District of Columbia Attorney General","civil","","","","","","District of Columbia","","","","","","","","","","","","https://oag.dc.gov/release/attorney-general-announces-settlement-debt",""
"College Admission Assistance LLC","","$25,000","$0","$25,000","2015","20150424","consumer-protection-related offenses","consumer protection violation","","College Admission Assistance LLC agreed to pay $25,000 in settlement of allegations it misled and took advantage of an Iowa couple.","state","agency action","Iowa Attorney General","civil","","","","","","Iowa","","","","","","","","","","","","https://web.archive.org/web/20170323191912/https://www.iowaattorneygeneral.gov/newsroom/college-admissions-assistance-company-required-to-change-its-marketing-make-refunds-and-pay-2500/",""
"College Advisors Group","","$245,000","$0","$245,000","2009","20090501","consumer-protection-related offenses","consumer protection violation","","College Advisors Group agreed to pay $245,000 for restitution in settlement of allegations it knowingly sold consumers unsuitable insurance policies they could not afford.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","Hingham","","","","","","","","","","","https://web.archive.org/web/20090623223952/http://www.mass.gov/?pageID=cagopressrelease&L=1&L0=Home&sid=Cago&b=pressrelease&f=2009_05_01_brown_cj&csid=Cago",""
"College Board","","$675,000","$0","$675,000","2008","20081208","consumer-protection-related offenses","consumer protection violation","","The College Board reached an agreement with New York and Connecticut under which it agreed to spend $675,000 to develop tools to assist students obtain low-cost loans.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20100215070404/http://www.ag.ny.gov/media_center/2008/dec/dec8a_08.html",""
"College Loan Corporation","","$500,000","$0","$500,000","2007","20070720","consumer-protection-related offenses","consumer protection violation","","Student loan investigation","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101109025921/http://www.ag.ny.gov/media_center/2007/jul/jul20a_07.html",""
"Collingwood Grain, Inc.","","$550,097","$0","$550,097","2000","20000822","consumer-protection-related offenses","consumer protection violation","","Collingwood Grain, Inc. agreed to pay $550,096 in settlement of alleged Kanasas Consumer Protection Act violations by tipping scales and watering down fertilizer to over-bill customers.","state","agency action","Kansas Attorney General","civil","","","","","","Kansas","Oakley","","","","","","","","","","","https://web.archive.org/web/20021225222315/http://www.ink.org/public/ksag/contents/news-releases/2000news/collingwood-settlement.htm",""
"Colonie Seamless Gutters","","$29,000","$0","$29,000","2004","20040520","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101119020559/http://www.ag.ny.gov/media_center/2004/may/may20b_04.html",""
"Colony Liquor and Wine Distributors LLC","","$200,000","$0","$200,000","2006","20060830","consumer-protection-related offenses","consumer protection violation","","The New York Attorney General announced that eight major liquor wholesalers would pay $1.6 million as part of the settlement of an investigation of illegal marketing practices. The announcement did not specify how the amount would be divided up among the eight. Here we assume it was split evenly among them.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101111170052/http://www.ag.ny.gov/media_center/2006/aug/aug30a_06.html",""
"Colorado Children's Assistance Center et al.","","$130,000","$0","$130,000","2007","20070905","consumer-protection-related offenses","consumer protection violation","","Colorado Children's Assistance Center, Front Range Charitable Services, and Veterans for the Homeless, Inc. and individuals who were their founders, officers or solicitors, agreed to pay a total of $50,000 in penalties and $80,000 restitution, in settlement of allegations they misappropriated funds raised by spending them on unregistered solicitors and personal uses.  The officers for Veterans for the Homeless, Inc. had agreed to pay criminal restiution and were on probation.","state","agency action","Colorado Attorney General","civil","","","","","","Colorado","","","","","","","","","","","","https://web.archive.org/web/20150927102238/http://www.coloradoattorneygeneral.gov/press/news/2007/09/05/attorney_general_reclaims_130000_charitable_fraud_cases",""
"Colorado Prime Corp.","","$30,000","$0","$30,000","2002","20020522","consumer-protection-related offenses","privacy violation","consumer protection violation","Do Not Call violation","state","agency action","Missouri Attorney General","civil","","","","","","Missouri","","","","","","","","","","","","https://web.archive.org/web/20021104221307/http://www.ago.state.mo.us/052202.htm",""
"Colorado Prime Corp.","","$15,000","$0","$15,000","2001","20010726","consumer-protection-related offenses","telecommunications violation","consumer protection violation","","state","agency action","Missouri Attorney General","civil","","","","","","Missouri","","","","","","","","","","","","https://web.archive.org/web/20021105014507/http://www.ago.state.mo.us/072601.htm",""
"Colosseum Asbury LLC, aka Colosseum Health and Fitness, N.J. Fitness Asbury Asbury Park","","$5,500","$0","$5,500","2014","20140410","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","Monmouth ","","","","","","","","","","","https://nj.gov/oag/newsreleases14/pr20140410b.html",""
"Columbia University","Columbia University","$1,125,000","$0","$1,125,000","2007","20070531","consumer-protection-related offenses","consumer protection violation","","Student loan investigation","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","USA","New York","non-profit","","miscellaneous services","university","https://web.archive.org/web/20101109030727/http://www.ag.ny.gov/media_center/2007/may/may31a_07.html",""
"Columbia Utilities LLC","","$2,950,000","$0","$2,950,000","2011","20110420","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20130216010343/https://ag.ny.gov/press-release/ag-schneiderman-secures-295-million-deceptive-gas-electric-companies-misled-thousands",""
"Columbus Bank and Trust Company and CompuCredit Corporation","","$11,525,000","$0","$11,525,000","2006","20060703","consumer-protection-related offenses","consumer protection violation","","The New York Attorney General announced an agreement with a leading sub-prime credit card issuer to resolve an investigation into its marketing and billing practices.","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101111170724/http://www.ag.ny.gov/media_center/2006/jul/jul3b_06.html",""
"Comcast","Comcast","$33,000,000","$0","$33,000,000","2015","20150917","consumer-protection-related offenses","privacy violation","","The California Attorney General announced that the California Department of Justice, along with the California Public Utilities Commission, reached a $33 million settlement with Comcast over allegations that it posted online the names, phone numbers and addresses of tens of thousands of customers who had paid for unlisted voice over internet protocol (VOIP) phone service. ","state","agency action","California Attorney General","civil","","","","","","California","","","","","","USA","Pennsylvania","publicly traded","CMCSA","telecommunications","telecommunications; media","https://www.oag.ca.gov/news/press-releases/attorney-general-kamala-d-harris-reaches-33-million-settlement-comcast-over",""
"Comcast","Comcast","$700,000","$0","$700,000","2018","20181113","consumer-protection-related offenses","consumer protection violation","","Comcast agreed to pay $700,000 in refunds and cancelled debts in settlement of allegations it used deceptive advertisements to promote long-term cable contracts, failed to disclose actual monthly price and terms and failed to disclose that certain fees could increase at any point.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","USA","Pennsylvania","publicly traded","CMCSA","telecommunications","telecommunications; media","https://wayback.archive-it.org/1101/20181226112947/https://www.mass.gov/news/comcast-to-pay-700000-in-refunds-and-cancel-debts-for-more-than-20000-massachusetts-customers",""
"Comcast Cable Communications Holdings, Inc.","Comcast","$1,000,000","$0","$1,000,000","2006","20060316","consumer-protection-related offenses","consumer protection violation","","Comcast agreed to pay $1 million as part of a settlement over allegations its advertising and marketing practices for cable tv, internet and telephone services were deceptive or unfair.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","USA","Pennsylvania","publicly traded","CMCSA","telecommunications","telecommunications; media","https://web.archive.org/web/20060425180055/http://www.ago.state.ma.us/sp.cfm?pageid=986&id=1633",""
"Comcast Cable Communications Management, LLC","Comcast","$150,000","$0","$150,000","2008","20080829","consumer-protection-related offenses","telecommunications violation","","","state","agency action","Florida Attorney General","civil","","","","","","Florida","","","","","","USA","Pennsylvania","publicly traded","CMCSA","telecommunications","telecommunications; media","Attorney General Reaches $150,000 Settlement with Comcast, US States News, August 29, 2008 (via Nexis).",""
"Comfort Auto Group LLC, d/b/a Route 46 Hyundai","","$55,286","$0","$55,286","2019","20190821","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","","","","","","","https://www.nj.gov/oag/newsreleases19/pr20190821a.html",""
"Comfort Inn","Choice Hotels International","$14,500","$0","$14,500","2007","20070718","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Missouri Attorney General","civil","","","","","","Missouri","Ozark","","","","","USA","Maryland","publicly traded","CHH","hotels","hotels","https://web.archive.org/web/20081123061200/http://ago.mo.gov/newsreleases/2007/July_price_gouging_settlements_from_January_2007_ice_storm/",""
"Commerce Insurance","","$45,000","$0","$45,000","2007","20070223","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","","","","","","","Auto Insurer and Attorney General Agree to New Advertising Guidelines, States News Service, February 23, 2007 (via Nexis).",""
"Commerce Insurance Co.","","$14,600,000","$0","$14,600,000","2014","20140707","consumer-protection-related offenses","consumer protection violation","","Commerce agreed to pay $14.6 million in restitution, resolving allegations that it overcharged consumers for motorcycle insurance by using incorrect motorcycle values to calculate premiums.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","","","","","","","https://web.archive.org/web/20140812233036/http://www.mass.gov/ago/news-and-updates/press-releases/2014/2014-07-07-commerce-aod.html",""
"Commonwealth Edison","Exelon","$46,000,000","$0","$46,000,000","2014","20140918","consumer-protection-related offenses","consumer protection violation","","ComEd agreed to refund $46 million to customers in settlement of two lawsuits challenging its rates.","state","agency action","Illinois Attorney General","civil","","","","","","Illinois","","","","","","USA","Illinois","publicly traded","EXC","utilities and power generation","utilities","https://web.archive.org/web/20150919210827/http://www.illinoisattorneygeneral.gov/pressroom/2014_09/20140918.html",""
"Comm-Services LLC","","$186,000","$0","$186,000","2011","20110509","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","","","","","","","http://www.nj.gov/oag/newsreleases11/pr20110509d.html",""
"Communications Concepts","","$5,000","$0","$5,000","2002","20020812","consumer-protection-related offenses","privacy violation","","Agreed to pay $5,000 in settlement of alleged violations of the No-Call Act.","state","agency action","Kentucky Attorney General","civil","","","","","","Kentucky","","","","","","","","","","","","https://web.archive.org/web/20030424095022/http://kyattorneygeneral.com/news/2002rel/70000.htm",""
"Community Capitol Mortgage","","$5,000","$0","$5,000","2001","20011023","consumer-protection-related offenses","privacy violation","consumer protection violation","Do Not Call violation","state","agency action","Missouri Attorney General","civil","","","","","","Missouri","Kansas City","","","","","","","","","","","https://web.archive.org/web/20021105035019/http://www.ago.state.mo.us/102301.htm",""
"Community Mortgage Group, Inc.","","$80,000","$0","$80,000","2009","20090527","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Maryland Attorney General","civil","","","","","","Maryland","","","","","","","","","","","","http://www.marylandattorneygeneral.gov/press/2009/052709.pdf",""
"Community Support, Inc.","","$200,000","$0","$200,000","2009","20090520","consumer-protection-related offenses","consumer protection violation","","Community Support Inc. agreed to pay $200,000 as part of the settlement of multistate litigation alleging it engaged in deceptive practices while collecting money for charities.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","","","","","","","http://www.marylandattorneygeneral.gov/press/2009/052009.pdf",""
"Community Surgical Supply, Inc.","","$58,490","$0","$58,490","2011","20110314","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","","","","","","","http://www.nj.gov/oag/newsreleases11/pr20110314a.html",""
"Compass Dodge, Inc.","","$50,000","$0","$50,000","2009","20090325","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","Orange","","","","","","","","","","","http://www.nj.gov/oag/newsreleases09/pr20090325b.html",""
"Complete Cash Holdings LLC","","$35,000","$0","$35,000","2018","20180813","consumer-protection-related offenses","consumer protection violation","","Complete Cash Holdings LLC agreed to pay $35,000 and refund customers in settlement of allegations it engaged in unlawful practices that violated the Georgia Fair Business Practices Act and the Georgia Pawn Shop Act.","state","agency action","Georgia Attorney General","civil","","","","","","Georgia","","","","","","","","","","","","https://web.archive.org/web/20181231110437/https://law.georgia.gov/press-releases/2018-08-13/carr-reaches-settlement-title-pawn-company-resolve-allegations-unlawful",""
"Compliance Educators LLC","","$21,850","$0","$21,850","2018","20180830","consumer-protection-related offenses","consumer protection violation","","Compliance Educators LLC agreed to pay $14,850 in refunds and $7,000 to the consumer fraud fund in settlement of alleged violations of the Iowa Consumer Fraud Act.","state","agency action","Iowa Attorney General","civil","","","","","","Iowa","","","","","","","","","","","","https://web.archive.org/web/20181231101616/https://www.iowaattorneygeneral.gov/newsroom/iowa-truckers-dot-refunds-past-due-letters/",""
"Compliance Filings Service","","$171,650","$0","$171,650","2018","20180510","consumer-protection-related offenses","consumer protection violation","","Compliance Filings Service agreed to pay $88,650 in restitution, $19,000 in fees and costs, and $64,000 in civil penalties, in settlement of allegations of sending documents that deceptively solicited payments by appearing to be legal corporate record requirements.","state","agency action","Arizona Attorney General","civil","","","","","","Arizona","","","","","","","","","","","","https://web.archive.org/web/20180924224204/https://www.azag.gov/press-release/ag-brnovich-obtains-full-restitution-victims-annual-minutes-scam",""
"Compulink Corporation, DBA Celink","","$98,900","$0","$98,900","2019","20190416","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Maryland Attorney General","civil","","","","","","Maryland","","","","","","","","","","","","http://www.marylandattorneygeneral.gov/press/2019/041619a.pdf",""
"CompUSA","","$60,000","$0","$60,000","2001","20010815","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101116014242/http://www.ag.ny.gov/media_center/2001/aug/aug15a_01.html",""
"CompUSA","","$50,000","$0","$50,000","2001","20010416","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101116020936/http://www.ag.ny.gov/media_center/2001/apr/apr16a_01.html",""
"CompuVest","","$22,300","$0","$22,300","2006","20060906","consumer-protection-related offenses","consumer protection violation","","deceptive practices","state","agency action","Washington Attorney General","civil","","","","","","Washington","","","","","","","","","","","","https://www.atg.wa.gov/news/news-releases/attorney-general-mckenna-announces-settlement-compuvest",""
"Concert Specials","","$480,000","$0","$480,000","2017","20170511","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20190202233434/https://ag.ny.gov/press-release/ag-schneiderman-announces-419-million-settlements-six-companies-illegally-purchased",""
"Condor Pontiac, Cadillac, Buick and GMC Trucks, Inc.","","$25,600","$0","$25,600","2002","20020228","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","Catskill","","","","","","","","","","","https://web.archive.org/web/20101116010200/http://www.ag.ny.gov/media_center/2002/feb/feb28a_02.html",""
"Conduent Education Services","Conduent","$9,000,000","$0","$9,000,000","2019","20190104","consumer-protection-related offenses","consumer protection violation","","Federal student loan servicer ACS Education Services, currently known as Conduent Education Services, agreed to pay $9 million to settle allegations that it steered distressed borrowers away from available income-based repayment plans towards other, more expensive options, thus costing them money and increasing their risk of default. ","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","USA","Connecticut","publicly traded","CNDT","miscellaneous services","outsourced services","https://ag.ny.gov/press-release/attorney-general-james-and-superintendent-vullo-announce-9-million-settlement-federal",""
"Conectiv Services Inc","Calpine","$150,000","$0","$150,000","2001","20010628","consumer-protection-related offenses","consumer protection violation","","Conective Services Inc. and Conectiv Inc. agreed to pay $25,000 in restitution and $125,000 in penalties, fees and costs in settlement of allegations of false advertising when promising consumers a free heater then overcharging for labor.","state","agency action","Delaware Attorney General","civil","","","","","","Delaware","","","","","","USA","Texas","publicly traded","CPN","utilities and power generation","power generation","https://web.archive.org/web/20020424023646/http://www.state.de.us/attgen/010628cntv.htm",""
"ConnectiCare","EmblemHealth","$230,000","$0","$230,000","2007","20070726","consumer-protection-related offenses","consumer protection violation","","ConnectiCare agreed to pay $200,000 in restitution and $30,000 to the state in settlement of allegations it violated state law by failing to provide notice to those affected that their group health plan was terminated due to the non-payment of employer premiums.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","USA","New York","non-profit","","healthcare services","health insurance","https://web.archive.org/web/20080719151927/http://www.mass.gov/?pageID=cagopressrelease&L=1&L0=Home&sid=Cago&b=pressrelease&f=2007_07_26_connecticare_pays_200000&csid=Cago",""
"ConnectiCare of New York","EmblemHealth","$5,000","$0","$5,000","2005","20050210","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","USA","New York","non-profit","","healthcare services","health insurance","https://web.archive.org/web/20101113165604/http://www.ag.ny.gov/media_center/2005/feb/feb10a_05.html",""
"Connecticut Behavioral Health Associates","","$512,224","$0","$512,224","2013","20130327","consumer-protection-related offenses","consumer protection violation","","Connecticut Behavioral Health Associates agreed to pay $512,224 restitution in settlement of allegations it billed patients for substance abuse treatment when state and federal laws required it to be fully covered by the state medical assistance program.","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","","","","","","","https://portal.ct.gov/AG/Press-Releases-Archived/2013-Press-Releases/AG-Jepsen-DSS-Settlement-Resolves-Dispute-Provides-Reimbursement-for-Patients-Billed-for-Substance-A",""
"Connecticut Light & Power","EverSource Energy","$8,000,000","$0","$8,000,000","2006","20060926","consumer-protection-related offenses","consumer protection violation","","Connecticut Light & Power was ordered to pay refunds plus interest totalling about $8 million in judgment of charges it over-charged many municipalities for leasing streetlights.","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","USA","Massachusetts","publicly traded","ES","utilities and power generation","utilities","https://web.archive.org/web/20091021043700/http://www.ct.gov/ag/cwp/view.asp?A=2426&Q=320470",""
"Connecticut Natural Gas","Iberdrola","$130,000","$0","$130,000","2007","20070613","consumer-protection-related offenses","consumer protection violation","","The Connecticut Attorney General discovered an error in Connecticut Natural Gas bills and negotiated $130,000 in refunds to almost 8,000 of the company's customers.","state","agency action","Connecticut Attorney General","civil","","","","","","Connecticut","","","","","","Spain","","publicly traded","","utilities and power generation","utilities","Attorney General's Office Discovers Gas Bill Error, CNG To Extend $130,000 In Refunds, US States News (via Nexis).",""
"Conn's Inc.","","$4,850,000","$0","$4,850,000","2009","20091125","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Texas Attorney General","civil","","","","","","Texas","","","","","","","","","","","","Texas, retailer Conn's settle warranty dispute, Associated Press, November 25, 2009 (via Nexis).",""
"Consolidated Billing Provider","","$30,000","$0","$30,000","2003","20030527","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Wisconsin Attorney General","civil","","","","","","Wisconsin","","","","","","","","","","","","https://web.archive.org/web/20040204113959/http://www.doj.state.wi.us/news/nr052703_CP.asp",""
"Consolidated Mortgage Company","","$5,000","$0","$5,000","2002","20021129","consumer-protection-related offenses","privacy violation","","Agreed to pay $5,000 in settlement of alleged violations of the No-Call Act.","state","agency action","Kentucky Attorney General","civil","","","","","","Kentucky","","","","","","","","","","","","https://web.archive.org/web/20030410193537/http://kyattorneygeneral.com/news/2002rel/tmupdate.htm",""
"Consorcio Empresarial Emproy-Divisa, S.A","","$540,499","$0","$540,499","2015","20150226","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20160820124250/http://ag.ny.gov/press-release/ag-schneiderman-secures-over-500000-restitution-and-title-certificates-consumers",""
"Consumer Benefits Group","","$455,000","$0","$455,000","2011","20110428","consumer-protection-related offenses","consumer protection violation","","Consumer Benefits Group and its owners were found in violation of the Arizona Consumer Fraud Act for misrepresenting the fraud protection services the company offered.","state","agency action","Arizona Attorney General","civil","","","","","","Arizona","Mesa","","","","","","","","","","","https://web.archive.org/web/20120413010905/http://www.azag.gov/press_releases/april/2011/ScamOutOfBusiness%204-28-11.html",""
"Consumer Credit Services, Inc.","","$10,000","$0","$10,000","2000","20000222","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Oregon Attorney General","civil","","","","","","Oregon","","","","","","","","","","","","https://web.archive.org/web/20100217091922/http://www.doj.state.or.us/releases/2000/rel022200.shtml",""
"Consumer Depot, LLC","","$200,000","$0","$200,000","2010","20100517","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Tennessee Attorney General","civil","","","","","","Tennessee","Nashville","","","","","","","","","","","https://web.archive.org/web/20150423235609/http://www.tn.gov/attorneygeneral/press/2010/story/pr10-19.pdf",""
"Consumer Digital Services, LLC","","$300,000","$0","$300,000","2007","20070621","consumer-protection-related offenses","consumer protection violation","","deceptive marketing and unauthorized charges","state","agency action","Washington Attorney General","civil","","","","","","Washington","","","","","","","","","","","","https://www.atg.wa.gov/news/news-releases/mckenna-announces-settlement-privasafe-and-surfsafe-operators",""
"Consumer Energy Group, Inc.","","$30,000","$0","$30,000","2004","20040722","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New York Attorney General","civil","","","","","","New York","","","","","","","","","","","","https://web.archive.org/web/20101119015605/http://www.ag.ny.gov/media_center/2004/jul/jul22a_04.html",""
"Consumer Financial Resources dba Student Loan Resolve","","$119,606","$0","$119,606","2017","20170616","consumer-protection-related offenses","consumer protection violation","","","state","agency action","New Jersey Attorney General","civil","","","","","","New Jersey","","","","","","","","","","","","https://nj.gov/oag/newsreleases17/pr20170616a.html",""
"Consumer Grants USA, Inc. et al.","","$1,000,000","$0","$1,000,000","2006","20060310","consumer-protection-related offenses","consumer protection violation","","Consumer Grants USA, Freedom Grants, and their owners, were ordered to pay $1 million in civil penalties, restitution, and fees and costs in a judgment from a lawsuit alleging they used deceptive telemarketing to scam money from consumers by posing as organizations offering government grants.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","","","","","","","https://web.archive.org/web/20060924210710/http://www.ago.state.ma.us/sp.cfm?pageid=986&id=1627",""
"Consumer Health Benefit Association and National Benefits Consultants, LLC","","$2,465,961","$0","$2,465,961","2011","20110802","consumer-protection-related offenses","consumer protection violation","","Consumer Health Benefit Association and National Benefits Consultants, LLC agreed to pay over $2.4 million in restitution, penalties and costs in settlement of allegations it deceptively sold and marketed illegal health insurance products that did not cover mandated benefits as required when sold to Massachusetts consumers.","state","agency action","Massachusetts Attorney General","civil","","","","","","Massachusetts","","","","","","","","","","","","https://web.archive.org/web/20110924095854/http://www.mass.gov/?pageID=cagopressrelease&L=1&L0=Home&sid=Cago&b=pressrelease&f=2011_08_02_chba_nbc_judgment&csid=Cago",""
"Consumer Health Benefits Association","","$40,000","$0","$40,000","2005","20051104","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Vermont Attorney General","civil","","","","","","Vermont","","","","","","","","","","","","Discount Health Plan Seller Settles with Vermont Attorney General, US States News, November 4, 2005 (via Nexis).",""
"Consumer Law Group","","$1,250,000","$0","$1,250,000","2012","20120124","consumer-protection-related offenses","consumer protection violation","","","state","agency action","North Carolina Attorney General","civil","","","","","","North Carolina","","","","","","","","","","","","https://web.archive.org/web/20161201230856/http://www.ncdoj.gov/News-and-Alerts/News-Releases-and-Advisories/Press-Releases/Bogus-law-firm-gives-up-$1-2-million-taken-from-NC.aspx",""
"Consumer Rights Legal Services","","$1,498,574","$0","$1,498,574","2019","20190528","consumer-protection-related offenses","consumer protection violation","","","state","agency action","California Attorney General","civil","","","","","","California","","","","","","","","","","","","https://www.oag.ca.gov/news/press-releases/attorney-general-becerra-obtains-15-million-judgments-against-telemarketers-who",""
"Consumer Savings Direct dba Free Medicine Direct","","$5,000","$0","$5,000","2006","20060417","consumer-protection-related offenses","consumer protection violation","","Consumer Savings Direct agreed to provide customer refunds and pay the state $5,000 to settle allegations that it charged consumers for a Patient Assistance Program but only signed them up for existing perscription assistance programs that were free.","state","agency action","Arkansas Attorney General","civil","","","","","","Arkansas","","","","","","","","","","","","https://web.archive.org/web/20061206102447fw_/http://www.ag.state.ar.us/news/prrecent294.htm",""
"Consumer Savings Direct dba Free Medicine Direct","","$5,092","$0","$5,092","2006","20060705","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Missouri Attorney General","civil","","","","","","Missouri","","","","","","","","","","","","https://web.archive.org/web/20060929133647/http://www.ago.mo.gov/newsreleases/2006/070506.htm",""
"Consumer Savings Direct, Inc. dba Free Medicine Direct","","$5,000","$0","$5,000","2006","20061127","consumer-protection-related offenses","consumer protection violation","","Consumer Savings Direct, Inc. dba Free Medicine Direct agreed to pay $5,000 plus restitution in settlement of allegations it deceptively marketed services to assist in applying for free prescription drugs when consumers could obtain information about pharmaceutical assistance programs for free.","state","agency action","Illinois Attorney General","civil","","","","","","Illinois","","","","","","","","","","","","https://web.archive.org/web/20071020214402/http://www.illinoisattorneygeneral.gov/pressroom/2006_11/20061127b.html",""
"Consumer Telcom, Inc.","","$20,000","$0","$20,000","2013","20130903","consumer-protection-related offenses","consumer protection violation","","Consumer Telcom, Inc. agreed to pay $20,000 to settle allegations that it continued to bill consumers even after Arkansans had cancelled their long-distance telephone services with the company.","state","agency action","Arkansas Attorney General","civil","","","","","","Arkansas","","","","","","","","","","","","https://web.archive.org/web/20170113074249/http://arkansasag.gov/news-and-consumer-alerts/details/settlement-reached-with-telephone-service-provider",""
"Consumer's Choice Foods","","$103,208","$0","$103,208","2006","20061117","consumer-protection-related offenses","consumer protection violation","","","state","agency action","Nebraska Attorney General","civil","","","","","","Nebraska","Omaha","","","","","","","","","","","Attorney General Bruning Announces Court Order Against Consumer's Choice Foods, US States News, November 17, 2006 (via Nexis).",""
"Consumers Energy","CMS Energy","$1,000,000","$0","$1,000,000","2013","20130812","consumer-protection-related offenses","consumer protection violation","","Consumers Energy agreed to pay $1 million to improve safety for utility workers and first responders and set up a fund to help victims of natural gas disasters, in settlement of possible allegations following a natural gas explosion that killed a customer.","state","agency action","Michigan Attorney General","civil","","","","","","Michigan","Royal Oak","","","","","USA","Michigan","publicly traded","CMS","utilities and power generation","utilities","https://wayback.archive-it.org/418/20150822021026/http://michigan.gov/ag/0,4534,7-164-46849_47203-310546--,00.html",""
"Consumers Trust, and Consumer Promotions Inc.","","$1,850,000","$0","$1,850,000","2005","20050901","consumer-protection-related offenses","consumer protection violation","","Consumers Trust and Consumer Promotions Inc. agreed to pay a total of $1.85 million in restitution and costs, in settlement of allegations they operated a voucher program that violated consumer protection laws with misleading and deceptive practices.","state","agency action","Missouri Attorney General","civil","","","","","","Missouri","","","","","","","","","","","","https://web.archive.org/web/20060426191219/http://www.ago.mo.gov/newsreleases/2005/090105.htm",""
"Contest America and Opportunities Unlimited","","$387,000","$0","$387,000","2002","20020917","consumer-protection-related offenses","consumer protection violation","","Contest America and Opportunities Unlimited, doing business as North American Award Center, agreed to pay approximately $387,000 to nine states to settle allegations that it misled consumers in its direct mail contest promotions. Not all the states announced the settlements. Those that did indicated that each was receiving around $43,000 from the company. Here we estimate the total penalty by multiplying that amount by nine.","state","agency action","Multistate Attorneys General Case","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20021202173046/http://www.ink.org/public/ksag/contents/news-releases/2002news/contest_amer.htm",""
