"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Federal Engineers & Constructors","","$2,000,000","$0","$2,000,000","2017","20170922","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Washington","civil","","","","","","Washington","Hanford","","","","","","","","","","","https://www.justice.gov/usao-edwa/pr/hanford-doe-subcontractor-agrees-pay-20-million-settle-allegations-small-business-fraud",""
"EDA Contractors Inc.","","$3,500,000","$0","$3,500,000","2017","20170919","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-nj/pr/pennsylvania-company-pay-35-million-resolve-allegations-it-caused-fire-faa-facility",""
"Pacific Architects and Engineers LLC","PAE Holding","$5,000,000","$0","$5,000,000","2017","20170913","government-contracting-related offenses","False Claims Act and related","","Pacific Architects and Engineers, LLC agreed to pay the United States $5 million to resolve allegations that it knowingly failed to follow vetting requirements for personnel working in Afghanistan under a State Department contract for labor services.","federal","agency action","U.S. Attorney-District of Columbia","civil","","","","","","","","","","","","USA","Virginia","privately held","","miscellaneous services","outsourced government services","https://www.justice.gov/usao-dc/pr/pacific-architects-and-engineers-llc-pay-5-million-false-claims-act-settlement",""
"MediSys Health Network, Inc.","","$4,000,000","$0","$4,000,000","2017","20170913","government-contracting-related offenses","False Claims Act and related","","MediSys Health Network, Inc., which owns and operates Jamaica Hospital Medical Center and Flushing Hospital Medical Center, two hospitals in Queens, New York, agreed to pay $4 million to settle allegations that it violated the False Claims Act by engaging in improper financial relationships with referring physicians.","federal","agency action","U.S. Attorney-Eastern District of New York","civil","","","","","","New York","Queens","","","","","","","","","","","https://www.justice.gov/usao-edny/pr/operator-hospitals-queens-ny-agrees-pay-4-million-settle-alleged-false-claims-act",""
"Calnet Inc.","","$300,000","$0","$300,000","2017","20170913","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Virginia","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edva/pr/government-contractor-and-ceo-settle-civil-fraud-allegations",""
"Family Medicine Centers of South Carolina","","$1,560,000","$0","$1,560,000","2017","20170912","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of South Carolina","civil","","","","","","South Carolina","","","","","","","","","","","","https://www.justice.gov/usao-sc/pr/south-carolina-family-practice-chain-its-co-owner-and-its-laboratory-director-agree-pay",""
"Galena Biopharma Inc.","SELLAS Life Sciences Group","$7,550,000","$0","$7,550,000","2017","20170908","government-contracting-related offenses","False Claims Act and related","kickbacks and bribery","Galena Biopharma Inc. agreed to pay more than $7.55 million to resolve allegations that it paid kickbacks to doctors to induce them to prescribe its fentanyl-based drug Abstral. The allegations arose from a whistleblower suit filed under the False Claims Act.","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","","","","","","","USA","New York","publicly traded","SLS","pharmaceuticals","pharmaceuticals","https://www.justice.gov/usao-nj/pr/galena-biopharma-inc-pay-more-755-million-resolve-alleged-false-claims-related-opioid",""
"Dental Dreams LLC","","$1,375,000","$0","$1,375,000","2017","20170905","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Massachusetts","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-ma/pr/national-dental-clinic-chain-pay-13-million-resolve-allegations-overbilling-medicaid",""
"Home Health Care of East Tennessee Inc. et al.","","$1,800,000","$0","$1,800,000","2017","20170905","government-contracting-related offenses","False Claims Act and related","","Affiliated home health entities Home Health Care of East Tennessee, Inc.; Home Health Care of West Tennessee, Inc.; Home Health Care Services, Inc.; Home Health Care Services II, Inc.; Health Care Staffing of Tennessee, Inc.; and Home Health Care Support Services, Inc. agreed to pay the United States $1,800,000, to settle False Claims Act liability.","federal","agency action","U.S. Attorney-Eastern District of Tennessee","civil","","","","","","Tennessee","","","","","","","","","","","","https://www.justice.gov/usao-edtn/pr/east-tennessee-based-home-health-providers-agree-pay-us-18-million-settle-false-claims",""
"St. Agnes Healthcare","","$122,928","$0","$122,928","2017","20170823","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","Maryland","Baltimore","","","","","","","","","","","https://www.justice.gov/usao-md/pr/st-agnes-healthcare-agrees-resolve-false-claims-act-allegations-overbilling-medicare",""
"US Bioservices Corp.","AmerisourceBergen","$13,400,000","$0","$13,400,000","2017","20170823","government-contracting-related offenses","False Claims Act and related","kickbacks and bribery","The settlement resolved claims that US Bioservices violated the Anti-Kickback Statute and the False Claims Act by participating in a kickback scheme with Novartis PharmaceuticalS Corp. relating to the latter's drug Exjade.","federal","agency action","U.S. Attorney-Southern District of New York","civil","","","","","","","","","","","","USA","Pennsylvania","publicly traded","ABC","wholesalers","wholesalers-pharmaceuticals","https://www.justice.gov/usao-sdny/pr/acting-manhattan-us-attorney-announces-134-million-settlement-civil-healthcare-fraud",""
"Sightpath Medical, Inc. et al.","","$12,000,000","$0","$12,000,000","2017","20170821","government-contracting-related offenses","False Claims Act and related","kickbacks and bribery","Sightpath Medical, Inc. (n/k/a Sightpath Medical, LLC), TLC Vision Corporation (n/k/a TLC Vision (USA, LLC) and their former CEO agreed to pay more than $12 million to the United States to resolve kickback allegations under the False Claims Act.","federal","agency action","U.S. Attorney-District of Minnesota","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-mn/pr/united-states-recovers-more-12-million-false-claims-act-settlements-alleged-kickback",""
"Midasco LLC","","$450,000","$0","$450,000","2017","20170814","government-contracting-related offenses","False Claims Act and related","","Midasco, LLC agreed to pay $450,000 to settle False Claims Act allegations related to work on the Virginia I-495 HOV/HOT Lanes Project.","federal","agency action","U.S. Attorney-Eastern District of Virginia","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edva/pr/midasco-settles-false-claims-act-allegations-involving-i-495-hov-project",""
"Academy Medical LLC","","$335,000","$0","$335,000","2017","20170811","government-contracting-related offenses","False Claims Act and related","","West Palm Beach, Florida-based government contractor Academy Medical, LLC and its owners agreed to pay $335,000 to resolve allegations that they took advantage of federal contracting opportunities reserved for certified service-disabled veteran-owned small businesses.","federal","agency action","U.S. Attorney-Northern District of New York","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-ndny/pr/academy-medical-llc-and-its-owners-pay-335000-resolve-false-claims-act-liability",""
"The Medical Center of Central Georgia, Inc., d/b/a The Medical Center, Navicent Health?","Atrium Health","$2,500,000","$0","$2,500,000","2017","20170803","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Middle District of Georgia","civil","","","","","","Georgia","","","","","","USA","North Carolina","non-profit","","healthcare services","hospitals","https://www.justice.gov/usao-mdga/pr/navicent-settles-ambulance-fraud-claims-over-25mm",""
"Atlanta Medical Clinic","","$250,000","$0","$250,000","2017","20170802","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of Georgia","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-ndga/pr/atlanta-pain-clinic-and-its-owner-agree-pay-250000-resolve-allegations-they-violated",""
"Celgene Corp.","Bristol-Myers Squibb","$280,000,000","$0","$280,000,000","2017","20170724","government-contracting-related offenses","False Claims Act and related","drug or medical equipment safety violation","Celgene Corp. agreed to pay $280 million to settle fraud allegations related to the promotion of two cancer treatment drugs for uses not approved by the Food and Drug Administration.","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","","","","","","","USA","New York","publicly traded","BMY","pharmaceuticals","pharmaceuticals","https://www.justice.gov/usao-cdca/pr/celgene-agrees-pay-280-million-resolve-fraud-allegations-related-promotion-cancer-drugs",""
"Pain Management Group P.C.","","$312,000","$0","$312,000","2017","20170724","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Middle District of Tennessee","civil","","","","","","Tennessee","Antioch","","","","","","","","","","","https://www.justice.gov/usao-mdtn/pr/pain-management-group-agrees-pay-312000-resolve-false-claims-act-and-overpayment",""
"Charter Home Health","","$1,700,000","$0","$1,700,000","2017","20170721","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Middle District of Louisiana","civil","","","","","","Louisiana","Baton Rouge","","","","","","","","","","","https://www.justice.gov/usao-mdla/pr/baton-rouge-home-health-company-settles-false-claims-act-case-17-million",""
"VNS Choice","","$4,400,000","$0","$4,400,000","2017","20170717","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of New York","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-44-million-settlement-civil-lawsuit-against-vns-choice",""
"Brunswick Eye Care Associates P.C.","","$16,343","$0","$16,343","2017","20170710","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maine","civil","","","","","","Maine","","","","","","","","","","","","https://www.justice.gov/usao-me/pr/optometry-practice-agrees-pay-16343-settle-civil-health-care-fraud-case",""
"Wal-Mart Stores Inc.","Walmart","$1,650,000","$0","$1,650,000","2017","20170707","government-contracting-related offenses","False Claims Act and related","","Wal-Mart Stores Inc. paid $1.65 million to resolve allegations that it violated the federal False Claims Act when it knowingly submitted claims for reimbursement to California's Medi-Cal program that were not supported by applicable diagnosis and documentation requirements.","federal","agency action","U.S. Attorney-Eastern District of California","civil","","","","","","","","","","","","USA","Arkansas","publicly traded","WMT","retailing","retail-discount stores","https://www.justice.gov/usao-edca/pr/wal-mart-pays-165m-settle-false-claims-act-allegations-improper-medi-cal-billings",""
"Compassionate Care of Gwynedd Inc.","","$2,000,000","$0","$2,000,000","2017","20170706","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-nj/pr/hospice-company-pay-2-million-resolve-alleged-false-claims-related-unnecessary-hospice",""
"Compassionate Care Hospice Group Inc.","","$2,400,000","$0","$2,400,000","2017","20170706","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of Georgia","civil","","","","","","Georgia","","","","","","","","","","","","https://www.justice.gov/usao-ndga/pr/hospice-pay-24-million-resolve-false-claims-act-allegations",""
"Reliant Care Group","","$8,368,878","$0","$8,368,878","2017","20170705","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Missouri","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edmo/pr/us-reaches-83-million-civil-settlement-reliant-care-group-and-reliant-affiliated",""
"Carolinas Healthcare System","Atrium Health","$6,500,000","$0","$6,500,000","2017","20170630","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of North Carolina","civil","","","","","","North Carolina","","","","","","USA","North Carolina","non-profit","","healthcare services","hospitals","https://www.justice.gov/usao-wdnc/pr/carolina-healthcare-system-agreems-pay-65-million-settle-false-claims-act-allegations",""
"Innovative Therapies Inc.","Cardinal Health","$2,715,000","$0","$2,715,000","2017","20170629","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Middle District of Tennessee","civil","","","","","","","","","","","","USA","Ohio","publicly traded","CAH","wholesalers","wholesalers-medical supplies","https://www.justice.gov/usao-mdtn/pr/durable-medical-equipment-manufacturer-agrees-pay-2715-million-resolve-false-claims",""
"Orthopedic AND Sports Medicine Center-Norman, P.C.","","$1,537,796","$0","$1,537,796","2017","20170626","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Oklahoma","civil","","","","","","Oklahoma","","","","","","","","","","","","https://www.justice.gov/usao-wdok/pr/norman-orthopedic-practice-pays-1537796-resolve-allegations-false-claims-submitted",""
"MAK Healthcare PC d/b/a Multicare Plus","","$225,000","$0","$225,000","2017","20170615","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Pennsylvania","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edpa/pr/magdiel-garcia-and-mak-healthcare-pc-dba-multicare-plus-agree-settlement-stark-law",""
"University of Rochester","University of Rochester Medical Center","$113,722","$0","$113,722","2017","20170613","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of New York","civil","","","","","","New York","","","","","","USA","New York","non-profit","","healthcare services","hospitals","https://www.justice.gov/usao-ndny/pr/university-rochester-pay-more-100000-resolve-false-claims-act-lawsuit",""
"Union Treatment Center","","$3,000,000","$0","$3,000,000","2017","20170607","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Texas","civil","","","","","","Texas","","","","","","","","","","","","https://www.justice.gov/usao-wdtx/pr/union-treatment-center-pay-3-million-and-be-permanently-excluded-federal-health-care",""
"Fredericksburg Hospitalist Group P.C.","","$42,000,000","$0","$42,000,000","2017","20170602","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Virginia","civil","","","","","","Virginia","","","","","","","","","","","","https://www.justice.gov/usao-edva/pr/fredericksburg-hospitalist-group-pays-42-million-settle-civil-fraud-case",""
"Andover Subacute and Rehab Center Services Two Inc.","","$888,000","$0","$888,000","2017","20170531","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","New Jersey","Andover","","","","","","","","","","","https://www.justice.gov/usao-nj/pr/skilled-nursing-facility-pay-888000-resolve-alleged-false-claims-related-materially",""
"Complementary Support Services","","$4,000,000","$0","$4,000,000","2017","20170530","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Minnesota","civil","","","","","","Minnesota","","","","","","","","","","","","https://www.justice.gov/usao-mn/pr/minnesota-mental-health-nonprofit-and-its-leaders-pay-45-million-resolve-fraud",""
"Abington Memorial Hospital","Jefferson Health","$491,672","$0","$491,672","2017","20170526","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Pennsylvania","civil","","","","","","Pennsylvania","","","","","","USA","Pennsylvania","non-profit","","healthcare services","hospitals","https://www.justice.gov/usao-edpa/pr/abington-memorial-hospital-pay-491672-settle-false-claims-act-liability-improper",""
"Omnicare Inc.","CVS Health","$8,000,000","$0","$8,000,000","2017","20170516","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","","","","","","","USA","Rhode Island","publicly traded","CVS","retailing","retail-pharmacies","https://www.justice.gov/usao-nj/pr/omnicare-inc-agrees-8-million-settlement-false-claims-act-case",""
"CareCore National LLC","EviCore Healthcare","$54,000,000","$0","$54,000,000","2017","20170511","government-contracting-related offenses","False Claims Act and related","","CareCore settled allegations that it authorized medical diagnostic procedures paid for with Medicare and Medicaid funds over a period of at least eight years without properly assessing whether the procedures were necessary or reasonable.","federal","agency action","U.S. Attorney-Southern District of New York","civil","","","","","","","","","","","","USA","South Carolina","privately held","","information technology","healthcare information technology","https://www.justice.gov/usao-sdny/pr/acting-us-attorney-announces-54-million-settlement-civil-fraud-lawsuit-against-benefits",""
"Valley Tumor Medical Group","","$3,000,000","$0","$3,000,000","2017","20170509","government-contracting-related offenses","False Claims Act and related","","Valley Tumor Medical Group paid $2,865,693 to the United States and $134,307 to the State of California on April 13 to resolve allegations in a whistleblower lawsuit that it submitted fraudulent bills to the Medicare, Medi-Cal and TRICARE programs.","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","California","Lancaster","","","","","","","","","","","https://www.justice.gov/usao-cdca/pr/oncology-therapy-center-high-desert-pays-3-million-resolve-allegations-providing",""
"Pos-T-Vac Inc.","","$1,000,000","$0","$1,000,000","2017","20170508","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Kansas","civil","","","","","","Kansas","","","","","","","","","","","","https://www.justice.gov/usao-ks/pr/kansas-medical-supplier-pay-1-million-settle-false-claim-allegations",""
"Piedmont Pathology","","$601,000","$0","$601,000","2017","20170502","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of North Carolina","civil","","","","","","North Carolina","Hickory","","","","","","","","","","","https://www.justice.gov/usao-wdnc/pr/hickory-pathology-lab-agrees-pay-united-states-601000-settle-false-claims-act",""
"Natural Way Chiropractic Center P.A.","","$1,038,903","$0","$1,038,903","2017","20170501","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Kansas","civil","","","","","","Kansas","","","","","","","","","","","","https://www.justice.gov/usao-ks/pr/kansas-chiropractor-pay-1-million-plus-settle-false-claim-allegations",""
"Poplar Healthcare PLLC","Poplar Healthcare","$897,640","$0","$897,640","2017","20170501","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Rhode Island","civil","","","","","","","","","","","","USA","Tennessee","privately held","","healthcare services","healthcare services","https://www.justice.gov/usao-ri/pr/poplar-healthcare-pay-nearly-900000-resolve-false-claims-act-allegations",""
"Milton S. Eisenhower Foundation","","$150,000","$0","$150,000","2017","20170427","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Columbia","civil","","","","","","District of Columbia","","","","","","","","","","","","https://www.justice.gov/usao-dc/pr/milton-s-eisenhower-foundation-and-its-principal-agree-settle-false-claims-act",""
"Crittenton Hospital Medical Center","","$791,047","$0","$791,047","2017","20170424","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Michigan","civil","","","","","","Michigan","","","","","","","","","","","","https://www.justice.gov/usao-edmi/pr/united-states-settles-health-care-fraud-action-involving-allegations-hospital-billed-0",""
"Walgreen Co.","Walgreens Boots Alliance","$9,860,000","$0","$9,860,000","2017","20170420","government-contracting-related offenses","False Claims Act and related","","Walgreen Co. paid $9.86 million to resolve allegations that it violated the federal False Claims Act when it knowingly submitted claims for reimbursement to California's Medi-Cal program that were not supported by applicable diagnosis and documentation requirements.","federal","agency action","U.S. Attorney-Eastern District of California","civil","","","","","","","","","","","","USA","Illinois","publicly traded","WBA","retailing","retail-pharmacies","https://www.justice.gov/usao-edca/pr/walgreen-co-pays-986m-settle-allegations-improper-medi-cal-billings",""
"International Tutoring Services LLC et al.","","$12,210,000","$0","$12,210,000","2017","20170418","government-contracting-related offenses","False Claims Act and related","kickbacks and bribery","","federal","agency action","U.S. Attorney-Northern District of Texas","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-ndtx/pr/hospice-companies-pay-122-million-settle-kickback-claims",""
"Cardi Corporation","","$500,000","$0","$500,000","2017","20170417","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Rhode Island","civil","","","","","","Rhode Island","","","","","","","","","","","","https://www.justice.gov/usao-ri/pr/cardi-corp-pay-500000-civil-settlement-resolve-federal-claims-improper-installation-i-way",""
"HSBC Bank USA N.A.","HSBC","$2,118,861","$0","$2,118,861","2017","20170414","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of New York","civil","","","","","","","","","","","","Britain","","publicly traded","HSBC","financial services","banking","https://www.justice.gov/usao-sdny/pr/acting-manhattan-us-attorney-settles-civil-lawsuit-against-hsbc-bank-usa-na-regarding",""
"Sistemas Globales S.A.","","$1,000,000","$0","$1,000,000","2017","20170411","government-contracting-related offenses","False Claims Act and related","work visa violations","","federal","agency action","U.S. Attorney-Northern District of Texas","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-ndtx/pr/information-technology-firm-pays-1-million-settle-allegations-visa-fraud",""
"Norman Regional Hospital Authority et al.","Norman Regional Health System","$1,618,750","$0","$1,618,750","2017","20170411","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Oklahoma","civil","","","","","","Oklahoma","Norman","","","","","USA","Oklahoma","non-profit","","healthcare services","hospitals","https://www.justice.gov/usao-wdok/pr/oklahoma-hospital-former-hospital-administrator-and-physicians-agree-pay-1618750-settle",""
"Prestige Administrative Services, LLC d/b/a Prestige Healthcare","","$995,500","$0","$995,500","2017","20170410","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Wisconsin","civil","","","","","","Wisconsin","","","","","","","","","","","","https://www.justice.gov/usao-wdwi/pr/prestige-healthcare-agrees-pay-nearly-1-million-role-alleged-false-billing-genetic",""
"Exemplary Behavior LLC","","$20,000","$0","$20,000","2017","20170331","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Middle District of Tennessee","civil","","","","","","Tennessee","Hendersonville","","","","","","","","","","","https://www.justice.gov/usao-mdtn/pr/provider-behavioral-therapy-children-autism-spectrum-disorder-agrees-settle-false",""
"Sierra Nevada Corporation","Sierra Nevada","$14,900,000","$0","$14,900,000","2017","20170215","government-contracting-related offenses","False Claims Act and related","","Sierra Nevada Corporation paid $14.9 million to resolve allegations that it violated the federal False Claims Act when it knowingly misclassified certain costs, resulting in inflated overhead rates paid to it pursuant to various government contracts.","federal","agency action","U.S. Attorney-Eastern District of California","civil","","","","","","","","","","","","USA","Nevada","privately held","","electrical and electronic equipment","electronic systems","https://www.justice.gov/usao-edca/pr/sierra-nevada-corporation-pays-149m-settle-allegations-improper-contract-billings",""
"General Production Service of California Inc.","","$300,000","$0","$300,000","2017","20170209","government-contracting-related offenses","False Claims Act and related","federal leasing royalty violation","","federal","agency action","U.S. Attorney-District of Colorado","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-co/pr/united-states-recovers-300000-resolving-allegations-federal-oil-lesse-violated-false",""
"University Behavioral Health of El Paso, LLC","","$860,000","$0","$860,000","2017","20170209","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Texas","civil","","","","","","Texas","","","","","","","","","","","","https://www.justice.gov/usao-wdtx/pr/el-paso-behavioral-health-facility-pays-860000-resolve-false-claims-act-allegations",""
"Comprehensive Health Services Inc.","","$3,818,881","$0","$3,818,881","2017","20170208","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-md/pr/health-services-contractor-agrees-pay-3818-million-settle-false-claims-act-allegations",""
"Franklin First Financial Ltd.","","$1,250,000","$0","$1,250,000","2017","20170207","government-contracting-related offenses","False Claims Act and related","mortgage abuses","","federal","agency action","U.S. Attorney-Eastern District of New York","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edny/pr/united-states-resolves-civil-fraud-suit-against-melville-based-mortgage-lender",""
"Para-Plus Translations Inc.","","$1,500,000","$0","$1,500,000","2017","20170206","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Western District of Pennsylvania","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-wdpa/pr/new-jersey-translations-company-pay-us-15-million-settle-false-claims-act-allegations",""
"The Abbey of Le Mars Inc.","","$100,000","$0","$100,000","2017","20170201","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of Iowa","civil","","","","","","Iowa","","","","","","","","","","","","https://www.justice.gov/usao-ndia/pr/iowa-nursing-facility-its-ownership-and-its-management-agree-pay-100000-resolve",""
"Jackson State University","","$1,700,000","$0","$1,700,000","2017","20170201","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Southern District of Mississippi","civil","","","","","","Mississippi","Jackson","","","","","","","","","","","https://www.justice.gov/usao-sdms/pr/jackson-state-university-agrees-pay-117-million-settle-false-claims-act-allegations",""
"University of Pennsylvania Health System","Penn Medicine","$845,000","$0","$845,000","2017","20170119","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Pennsylvania","civil","","","","","","Pennsylvania","","","","","","USA","Pennsylvania","non-profit","","healthcare services","hospitals","https://www.justice.gov/usao-edpa/pr/university-pennsylvania-health-system-agrees-settle-voluntary-disclosure-improper",""
"Walgreen Co.","Walgreens Boots Alliance","$50,000,000","$0","$50,000,000","2017","20170119","government-contracting-related offenses","False Claims Act and related","kickbacks and bribery","The settlement resolved claims that Walgreens violated the federal Anti-Kickback Statute and False Claims Act by enrolling hundreds of thousands of beneficiaries of government healthcare programs in its Prescription Savings Club program with discounts and other monetary incentives, in order to induce them to patronize Walgreen pharmacies for all of their prescription drug needs.","federal","agency action","U.S. Attorney-Southern District of New York","civil","","","","","","","","","","","","USA","Illinois","publicly traded","WBA","retailing","retail-pharmacies","https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-50-million-settlement-walgreens-paying-kickbacks-induce",""
"Advanced Containment Systems Inc.","","$1,700,000","$0","$1,700,000","2017","20170119","government-contracting-related offenses","False Claims Act and related","","Houston-based Advanced Containment Systems Inc. and Boh Environmental LLC agreed to pay $2,483,000 to?settle allegations that Boh sold the Department of Defense steel storage containers that were not manufactured according to contractual requirements.","federal","agency action","U.S. Attorney-Southern District of Texas","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-sdtx/pr/two-companies-pay-nearly-25-million-settle-claims-related-manufacture-military",""
"Boh Environmental LLC","","$783,000","$0","$783,000","2017","20170119","government-contracting-related offenses","False Claims Act and related","","Houston-based Advanced Containment Systems Inc. and Boh Environmental LLC agreed to pay $2,483,000 to?settle allegations that Boh sold the Department of Defense steel storage containers that were not manufactured according to contractual requirements.","federal","agency action","U.S. Attorney-Southern District of Texas","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-sdtx/pr/two-companies-pay-nearly-25-million-settle-claims-related-manufacture-military",""
"Family Care Visiting Nurse and Home Care Agency, LLC","","$5,250,000","$0","$5,250,000","2017","20170112","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-District of Connecticut","civil","","","","","","Connecticut","","","","","","","","","","","","https://www.justice.gov/usao-ct/pr/connecticut-home-health-agency-and-its-owners-pay-525-million-settle-false-claims-act",""
"SRCTec","","$6,300,000","$0","$6,300,000","2017","20170112","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of New York","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-ndny/pr/srctec-llc-pay-over-63-million-resolve-false-claims-act-allegations",""
"MB2 Dental Solutions","","$8,450,000","$0","$8,450,000","2017","20170109","government-contracting-related offenses","False Claims Act and related","kickbacks and bribery","","federal","agency action","U.S. Attorney-Northern District of Texas","civil","","","","","","Texas","","","","","","","","","","","","https://www.justice.gov/usao-ndtx/pr/texas-dental-management-firm-19-affiliated-dental-practices-and-their-owners-and",""
"Institutional Pharmacy Solutions LLC","","$500,000","$0","$500,000","2017","20170106","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Eastern District of Virginia","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edva/pr/institutional-pharmacy-solutions-settle-civil-penalty-claims-acknowledging-violations",""
"Ultimate Nursing Services of Iowa Inc.","","$1,000,000","$0","$1,000,000","2017","20170105","government-contracting-related offenses","False Claims Act and related","","","federal","agency action","U.S. Attorney-Northern District of Iowa","civil","","","","","","Iowa","","","","","","","","","","","","https://www.justice.gov/usao-ndia/pr/iowa-home-health-company-and-its-president-agree-pay-1000000-resolve-allegations-they",""
