"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Toll Global Forwarding (USA) Inc.","","$27,000","$0","$27,000","2011","20110923","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","http://efoia.bis.doc.gov/index.php/component/docman/doc_view/618-e2226?Itemid=",""
"Tom Johnson Livestock Co.","","$9,000","$0","$9,000","2009","20090319","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Colorado","Ordway","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2009NR.pdf",""
"Tony Wells Livestock","","$30,000","$0","$30,000","2012","20120419","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Arkansas","Wilmar","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf",""
"Top Cargo Inc","","$22,000","$0","$22,000","2002","20020502","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20021230120919/http://fmc.gov/Pressreleases/NR%2002-06%20May%202%202002%20press%20release.htm",""
"Top Line Express Inc.","","$6,500","$0","$6,500","2006","20061213","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA27","Source document obtained through a Freedom of Information Act request to the agency."
"Top Shipping Logistics Co. Ltd., City Ocean Logistics Co. Ltd., and City Ocean International Inc","","$142,500","$0","$142,500","2013","20131022","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20190402235518/https://www.fmc.gov/NR13-13/",""
"Topeka Auction & Marketing, Inc., d/b/a Topeka Livestock Auction","","$5,500","$0","$5,500","2014","20141106","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Indiana","Topeka","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2014NR.pdf",""
"Topeka Livestock Auction","","$30,000","$0","$30,000","2004","20040421","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Indiana","Topeka","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2004NR.pdf",""
"Topocean Consolidation Service, Inc.","","$140,000","$0","$140,000","2005","20051005","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20051219202417/http://www.fmc.gov/speeches/newsrelease.asp?SPEECH_ID=211",""
"Toray Industries Inc.","Toray Industries","$15,250,000","$0","$15,250,000","2008","20080523","competition-related offenses","price-fixing or anti-competitive practices","","Toray Industries Inc., a Japanese company, and its U.S. subsidiary, Toray Composites (America) Inc., agreed to pay the United States $15.25 million to settle a lawsuit alleging that they conspired to fix prices on carbon fiber, a graphite substance used in aircraft, ammunition and satellites procured by the United States.","federal","agency action","Justice Department Antitrust Division","civil","","","","","","","","","","","","Japan","","publicly traded","","chemicals","chemicals; advanced materials","https://www.justice.gov/archive/opa/pr/2008/May/08-enrd-463.html",""
"Total Cargo Logistics, Inc.","","$27,000","$0","$27,000","2013","20130930","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","http://efoia.bis.doc.gov/index.php/component/docman/doc_download/892-e2348?Itemid=",""
"Total Marine System","","$20,000","$0","$20,000","2000","20000314","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20000817195435/http://www.fmc.gov/Pressreleases/News%20Release%2000-05.htm",""
"Total, S.A.","Total S.A.","$245,200,000","$0","$245,200,000","2013","20130529","competition-related offenses","Foreign Corrupt Practices Act","","Total, S.A. agreed to pay a $245.2 million monetary penalty to resolve charges related to violations of the Foreign Corrupt Practices Act in connection with payments made through third parties to a government official in Iran to obtain valuable oil and gas concessions.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","France","","publicly traded","TOT","oil and gas","oil & gas","https://www.justice.gov/opa/pr/french-oil-and-gas-company-total-sa-charged-united-states-and-france-connection-international",""
"Total, S.A.","Total S.A.","$153,000,000","$0","$153,000,000","2013","20130529","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","France","","publicly traded","TOT","oil and gas","oil & gas","https://www.sec.gov/News/PressRelease/Detail/PressRelease/1365171575006",""
"Townsend Farms of Arkansas, Inc.","","$48,000","$0","$48,000","2010","20100322","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Arkansas","Batesville","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2010NR.pdf",""
"Toxin Technology Inc.","","$255,750","$0","$255,750","2006","20060418","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA28","Source document obtained through a Freedom of Information Act request to the agency."
"Toyo Tanso USA Inc.","","$4,500,000","$0","$4,500,000","2001","20010214","competition-related offenses","price-fixing or anti-competitive practices","","A U.S. subsidiary of a Japanese manufacturer of isostatic graphite, which is used to make molds and dies, and a Japanese executive agreed to plead guilty and pay fines totaling more than $4.5 million for participating in an international cartel to fix the price of isostatic graphite sold in the United States and elsewhere.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/atr/public/press_releases/2001/7476.htm",""
"Toyo Tire & Rubber Co. Ltd.","Toyo Tire & Rubber","$120,000,000","$0","$120,000,000","2013","20131126","competition-related offenses","price-fixing or anti-competitive practices","","Toyo Tire & Rubber Co. Ltd. agreed to plead guilty and to pay a $120 million criminal fine for its role in two separate conspiracies to fix the prices of automotive components involving anti-vibration rubber and driveshaft parts installed in cars sold in the United States and elsewhere.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Japan","","publicly traded","","automotive parts","automotive parts-tires","https://www.justice.gov/opa/pr/toyo-tire-rubber-co-ltd-agrees-plead-guilty-price-fixing-automobile-parts-installed-us-cars",""
"Toyoda Gosei Co. Ltd.","Toyoda Gosei","$26,000,000","$0","$26,000,000","2014","20140929","competition-related offenses","price-fixing or anti-competitive practices","","Toyoda Gosei Co. Ltd., an automotive parts manufacturer based in Aichi, Japan, has agreed to plead guilty and to pay a $26 million criminal fine for its role in conspiracies to fix prices and rig bids for automotive hoses, airbags and steering wheels sold to automobile manufacturers.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Japan","","publicly traded","","automotive parts","automotive parts","https://www.justice.gov/opa/pr/toyoda-gosei-co-ltd-agrees-plead-guilty-fixing-prices-and-rigging-bids-automobile-parts",""
"Toys R Us Inc.","Toys R Us","$1,300,000","$0","$1,300,000","2011","20110329","competition-related offenses","price-fixing or anti-competitive practices","","Toys R Us, Inc.  agreed to pay a $1.3 million civil penalty to settle Federal Trade Commission charges that it violated a 1998 order governing its dealings with its suppliers. The order prohibited Toys R Us from urging any supplier to limit supply of products or refuse to sell to discounters.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","USA","New Jersey","out of business","","retailing","retail-toys","https://www.ftc.gov/news-events/press-releases/2011/03/toys-r-us-pay-13-million-penalty-violating-ftc-order",""
"Tradamax Group, Inc.","","$149,408","$0","$149,408","2002","20020813","competition-related offenses","fraud","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/litreleases/lr17677.htm",""
"Trane Export LLC","Ingersoll-Rand","$5,000","$0","$5,000","2003","20031006","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","Ireland (reincorporated for tax reasons)","","publicly traded","IR","industrial equipment","industrial equipment","FOIA110","Source document obtained through a Freedom of Information Act request to the agency."
"Trane Taiwan Distribution Limited","","$27,000","$0","$27,000","2003","20031006","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA111","Source document obtained through a Freedom of Information Act request to the agency."
"Trans-Media Services Ltd.","","$19,800","$0","$19,800","2005","20051114","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA29","Source document obtained through a Freedom of Information Act request to the agency."
"Transcontinental Gas Pipe Line Corp. (Transco)","Williams Companies","$20,000,000","$0","$20,000,000","2003","20030317","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","USA","Oklahoma","publicly traded","WMB","oil and gas","oil & gas","https://elibrary.ferc.gov/IDMWS/common/opennat.asp?fileID=9661368",""
"Transcontinental Gas Pipe Line Corporation (Transco)","Williams Companies","$20,000,000","$0","$20,000,000","2003","20030317","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","USA","Oklahoma","publicly traded","WMB","oil and gas","oil & gas","https://web.archive.org/web/20150417042802/http://ferc.gov/media/news-releases/2003/2003-1/transco-03-17-03.pdf",""
"Transit Worldwide Corp","","$15,000","$0","$15,000","2003","20031125","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20031206091243/http://fmc.gov/Pressreleases/NR%2003-11_Compromise%20Agreements.htm",""
"Translink Shipping Inc.","","$115,000","$0","$115,000","2002","20021024","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20021230130038/http://fmc.gov/Pressreleases/News%20Release%2002-10.htm",""
"Transocean Inc.","Transocean","$13,440,000","$0","$13,440,000","2010","20101104","competition-related offenses","Foreign Corrupt Practices Act","","A global freight forwarding company, as well as five oil and gas service companies and subsidiaries, have all agreed to resolve investigations of Foreign Corrupt Practices Act violations.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","Switzerland (reincorp. for tax reasons)","","publicly traded","RIG","oilfield services and supplies","oilfield services","https://www.justice.gov/opa/pr/oil-services-companies-and-freight-forwarding-company-agree-resolve-foreign-bribery",""
"Transocean Inc.","Transocean","$7,265,080","$0","$7,265,080","2010","20101104","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","Switzerland (reincorp. for tax reasons)","","publicly traded","RIG","oilfield services and supplies","oilfield services","https://www.sec.gov/news/press/2010/2010-214.htm",""
"Transporte Medrano, Inc., d/b/a Medrano Expres","","$25,000","$0","$25,000","2005","20050322","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20050328184052/http://www.fmc.gov/Pressreleases/NR%2005-04%20FMC%20Announces%20Compromise%20Agreements.htm",""
"Transtar Metals Corp.","","$65,000","$0","$65,000","2006","20060407","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA30","Source document obtained through a Freedom of Information Act request to the agency."
"Transunion S.A., Transunion America Inc. and Cargo Dex S.A","","$90,000","$0","$90,000","2001","20011129","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20011204214903/http://fmc.gov/Pressreleases/01-12NewsRelease.htm",""
"Trelleborg AB","Trelleborg","$11,000,000","$0","$11,000,000","2009","20090420","competition-related offenses","price-fixing or anti-competitive practices","","Two subsidiaries of the Swedish company Trelleborg AB, one based in Virginia and the other in France, agreed to plead guilty and pay a total of $11 million in criminal fines for their participation in separate conspiracies affecting the sales of marine products sold in the United States and elsewhere.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Sweden","","publicly traded","","chemicals","polymer products","https://www.justice.gov/opa/pr/subsidiaries-swedish-company-trelleborg-ab-agree-plead-guilty-and-pay-11-million-criminal",""
"Tri Energy, Inc.","","$37,048,466","$0","$37,048,466","2009","20090415","competition-related offenses","fraud","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/litreleases/2009/lr21000.htm",""
"Tri-State Livestock","","$6,200","$0","$6,200","2012","20120605","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Oklahoma","Texhoma","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf",""
"Trijicon Inc.","","$64,000","$0","$64,000","2000","20000929","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA187","Source document obtained through a Freedom of Information Act request to the agency."
"Tropical Shipping & Construction Co., Ltd. and Tropical Shipping Internationa","","$40,000","$0","$40,000","2003","20030709","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20030801184213/http://www.fmc.gov/Pressreleases/July%209%202003%20Settlement%20Agreementspress%20release.htm",""
"Trousdale County Livestock Market","","$5,000","$0","$5,000","2010","20101021","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Tennessee","Hartsville","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2010NR.pdf",""
"TRW Deutschland Holding GmbH","ZF Friedrichshafen","$5,100,000","$0","$5,100,000","2012","20120730","competition-related offenses","price-fixing or anti-competitive practices","","TRW Deutschland Holding GmbH, a Koblenz, Germany-based subsidiary of U.S.-based TRW Automotive Holdings Corp., agreed to plead guilty for its involvement in a conspiracy to fix prices of seatbelts, airbags and steering wheels sold to two German automobile manufacturers, and installed in cars sold in the United States. It agreed to pay a $5.1 million criminal fine and to cooperate with the department's ongoing investigation.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Germany","","publicly traded","","automotive parts","automotive parts","https://www.justice.gov/opa/pr/german-subsidiary-trw-automotive-agrees-plead-guilty-price-fixing-automobile-parts-installed",""
"TS Trade Tech Incorporated","","$20,000","$0","$20,000","2012","20120328","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","","","","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=ef3d3205db15df00d0a370131f961941",""
"TSC Container Freight","","$75,000","$0","$75,000","2002","20021024","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20021230130038/http://fmc.gov/Pressreleases/News%20Release%2002-10.htm",""
"Turi Defense Group Inc.","","$200,000","$0","$200,000","2016","20161005","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","","","","","","","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=943efe89db99db0044f9ff621f961919",""
"TW Cattle Co., LLC","","$50,000","$0","$50,000","2013","20130613","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Nebraska","Falls City","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2013NR.pdf",""
"TW Metals, Inc.","O'Neal Industries","$575,000","$0","$575,000","2011","20110311","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","Alabama","privately held","","metals","metal products","http://efoia.bis.doc.gov/index.php/component/docman/doc_view/593-e2201?Itemid=",""
"Twin Cities Power","","$2,500,000","$0","$2,500,000","2014","20141230","competition-related offenses","energy market manipulation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","","","","https://www.ferc.gov/enforcement/civil-penalties/actions/2014.asp",""
"Tyco International Ltd.","Johnson Controls","$13,680,000","$0","$13,680,000","2012","20120924","competition-related offenses","Foreign Corrupt Practices Act","","A subsidiary of Tyco International Ltd. pleaded guilty to a criminal charge of conspiring to violate the Foreign Corrupt Practices Act and Tyco entered into a related non-prosecution agreement.","federal","agency action","Justice Department Criminal Division","criminal","plea & non-prosecution agreement","","","","","","","","","","","Ireland (reincorporated for tax reasons)","","publicly traded","JCI","automotive parts","automotive parts; business services","https://www.justice.gov/opa/pr/subsidiary-tyco-international-ltd-pleads-guilty-sentenced-conspiracy-violate-foreign-corrupt",""
"Tyco International Ltd.","Johnson Controls","$13,131,509","$0","$13,131,509","2012","20120924","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","Ireland (reincorporated for tax reasons)","","publicly traded","JCI","automotive parts","automotive parts; business services","https://www.sec.gov/News/PressRelease/Detail/PressRelease/1365171484944",""
"Tyco Valves & Controls","Pentair","$218,000","$0","$218,000","2010","20100722","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","Switzerland","","publicly traded","PNR","industrial equipment","industrial equipment","http://efoia.bis.doc.gov/index.php/component/docman/doc_view/567-e2175?Itemid=",""
"Tyson Foods Inc.","Tyson Foods","$5,000,000","$0","$5,000,000","2011","20110210","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","Arkansas","publicly traded","TSN","food products","poultry processing and meatpacking","https://www.sec.gov/news/press/2011/2011-42.htm",""
"Tyson Foods Inc.","Tyson Foods","$4,000,000","$0","$4,000,000","2011","20110210","competition-related offenses","Foreign Corrupt Practices Act","","Tyson Foods Inc. agreed to pay a $4 million criminal penalty to resolve Foreign Corrupt Practices Act charges relating to improper payments by company representatives to government-employed inspection veterinarians in Mexico.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","USA","Arkansas","publicly traded","TSN","food products","poultry processing and meatpacking","https://www.justice.gov/opa/pr/tyson-foods-inc-agrees-pay-4-million-criminal-penalty-resolve-foreign-bribery-allegations",""
"Tyson Fresh Meats","Tyson Foods","$22,500","$0","$22,500","2016","20161011","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","","","","USA","Arkansas","publicly traded","TSN","food products","poultry processing and meatpacking","https://www.gipsa.usda.gov/Newrelease/2016NR.pdf",""
"Tyson Fresh Meats, Inc.,","Tyson Foods","$7,500","$0","$7,500","2011","20110804","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","","","","USA","Arkansas","publicly traded","TSN","food products","poultry processing and meatpacking","https://www.gipsa.usda.gov/Newrelease/2011NR.pdf",""
"Tyson Hog Markets, Inc.","","$15,000","$0","$15,000","2015","20150115","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","South Dakota","Dakota Dunes","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2015NR.pdf",""
"U & S Shipping, Inc.","","$103,000","$0","$103,000","2009","20090722","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20090822015416/http://www.fmc.gov/speeches/newsrelease.asp?SPEECH_ID=282",""
"U-Freight America Inc.","","$20,000","$0","$20,000","2000","20000314","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA188","Source document obtained through a Freedom of Information Act request to the agency."
"UBS AG","UBS","$700,000,000","$0","$700,000,000","2012","20121219","competition-related offenses","interest rate benchmark manipulation","","The U.S. Commodity Futures Trading Commission announced an Order against UBS AG and UBS Securities Japan Co. settling charges of manipulation, attempted manipulation and false reporting of certain global benchmark interest rates.","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","Switzerland","","publicly traded","UBS","financial services","banking & securities","http://www.cftc.gov/PressRoom/PressReleases/pr6472-12",""
"UBS AG","UBS","$290,000,000","$0","$290,000,000","2014","20141112","competition-related offenses","interest rate benchmark manipulation","","The U.S. Commodity Futures Trading Commission settled charges against Citibank N.A., HSBC Bank plc, JPMorgan Chase Bank N.A., The Royal Bank of Scotland plc and UBS AG for attempted manipulation of, and for aiding and abetting other banks' attempts to manipulate, global foreign exchange (FX) benchmark rates to benefit the positions of certain traders.","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","Switzerland","","publicly traded","UBS","financial services","banking & securities","http://www.cftc.gov/PressRoom/PressReleases/pr7056-14",""
"UBS AG","UBS","$203,000,000","$0","$203,000,000","2015","20150520","competition-related offenses","interest rate benchmark manipulation","","UBS AG agreed to plead guilty to manipulating the London Interbank Offered Rate (LIBOR) and other benchmark interest rates and pay a $203 million criminal penalty, after breaching its December 2012 non-prosecution agreement resolving the LIBOR investigation.","federal","agency action","Justice Department Criminal Division","criminal","","","","","","","","","","","","Switzerland","","publicly traded","UBS","financial services","banking & securities","https://www.justice.gov/opa/pr/five-major-banks-agree-parent-level-guilty-pleas",""
"UBS AG","UBS","$160,000,000","$0","$160,000,000","2011","20110504","competition-related offenses","price-fixing or anti-competitive practices","","UBS AG entered into an agreement with the Department of Justice to resolve anticompetitive activity in the municipal bond investments market and has agreed to pay a total of $160 million in restitution, penalties and disgorgement to federal and state agencies.","federal","agency action","Justice Department Antitrust Division","civil and criminal","non-prosecution agreement","","","","","","","","","","","Switzerland","","publicly traded","UBS","financial services","banking & securities","https://www.justice.gov/opa/pr/ubs-ag-admits-anticompetitive-conduct-former-employees-municipal-bond-investments-market-and",""
"UBS Securities Japan Co. Ltd.","UBS","$500,000,000","$0","$500,000,000","2012","20121219","competition-related offenses","interest rate benchmark manipulation","","UBS Securities Japan Co. Ltd. (UBS Japan), an investment bank, financial advisory securities firm and wholly-owned subsidiary of UBS AG, agreed to plead guilty to felony wire fraud and admit its role in manipulating the London Interbank Offered Rate (LIBOR), a leading benchmark used in financial products and transactions around the world. UBS Japan has signed a plea agreement with the government admitting its criminal conduct, and has agreed to pay a $100 million fine. In addition, UBS AG, the parent company of UBS Japan headquartered in Zurich, has entered into a non-prosecution agreement (NPA) with the government requiring UBS AG to pay an additional $400 million penalty, to admit and accept responsibility for its misconduct as set forth in an extensive statement of facts and to continue cooperating with the Justice Department in its ongoing investigation.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","Switzerland","","publicly traded","UBS","financial services","banking & securities","https://www.justice.gov/opa/pr/ubs-securities-japan-co-ltd-plead-guilty-felony-wire-fraud-long-running-manipulation-libor",""
"UCAR International Inc.","","$237,000","$0","$237,000","2001","20010522","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA172","Source document obtained through a Freedom of Information Act request to the agency."
"UGS Corporation","","$57,750","$0","$57,750","2006","20060519","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA31","Source document obtained through a Freedom of Information Act request to the agency."
"Underwater Surveys (PTY) LTD.","","$29,700","$0","$29,700","2008","20080812","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=456&Itemid=",""
"Uni-Arab Engineering and Oil Field Services","","$95,000","$0","$95,000","2005","20050316","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","FOIA219","Source document obtained through a Freedom of Information Act request to the agency."
"Unipac Shipping Inc.","","$75,000","$0","$75,000","2015","20150610","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20150906002249/http://www.fmc.gov/NR15-07/?pg=2",""
"Unisol International","","$250,000","$0","$250,000","2016","20160524","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","http://efoia.bis.doc.gov/index.php/component/docman/doc_download/1056-e2457?Itemid=",""
"United Arab Shipping Company","","$537,500","$0","$537,500","2015","20150804","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20150808043717/http://www.fmc.gov/NR15-13/",""
"United Medical Instruments Inc.","","$515,400","$0","$515,400","2017","20170228","competition-related offenses","export control violation","","United Medical Instruments, Inc. (UMI), a company incorporated in California, agreed to settle its potential civil liability with OFAC in the amount of $515,400 for 56 alleged violations of the Iranian Transactions and Sanctions Regulations, 31 C.F.R. part 560 (ITSR).","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/CivPen/Documents/20170228_united_medical_technologies.pdf",""
"United Pig Placement Services","","$5,575","$0","$5,575","2011","20110324","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Indiana","Sheridan","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2011NR.pdf",""
"United Producers, Inc.","","$96,000","$0","$96,000","2007","20070629","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","","","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2007NR.pdf",""
"United Producers, Inc.","","$110,000","$0","$110,000","2012","20121119","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Ohio","Columbus","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf",""
"United Sources Industrial Enterprises","","$4,500,000","$0","$4,500,000","2014","20140918","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","http://efoia.bis.doc.gov/index.php/component/docman/doc_download/953-e2389?Itemid=",""
"United Technologies Corporation","Raytheon Technologies","$55,000,000","$0","$55,000,000","2012","20120626","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","USA","Massachusetts","publicly traded","RTX","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=444e7645db15df00d0a370131f961910",""
"Universal Corporation Inc.","Universal Corporation","$4,500,000","$0","$4,500,000","2010","20100806","competition-related offenses","Foreign Corrupt Practices Act","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","Virginia","publicly traded","UVV","tobacco","tobacco","https://www.sec.gov/news/press/2010/2010-144.htm",""
"Universal Corporation and Universal Leaf Tabacos Ltda.","Universal Corporation","$4,400,000","$0","$4,400,000","2010","20100806","competition-related offenses","Foreign Corrupt Practices Act","","The Department of Justice announced that Universal Leaf Tabacos Ltda., a subsidiary of Universal Corporation, resolved charges that it conspired to violate the Foreign Corrupt Practices Act in payments made to Thailand Tobacco Monopoly employees. In addition, Universal Corporation entered into a separate, non-prosecution agreement.","federal","agency action","Justice Department Criminal Division","criminal","plea & non-prosecution agreement","","","","","","","","","","","USA","Virginia","publicly traded","UVV","tobacco","tobacco","https://www.justice.gov/opa/pr/alliance-one-international-inc-and-universal-corporation-resolve-related-fcpa-matters",""
