"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Prospect Mortgage Company LLC","","$4,157,000","$0","$4,157,000","2017","20170703","financial offenses","mortgage abuses","","The United States settled civil mortgage fraud claims against Prospect Mortgage Company, LLC stemming from Prospect's participation in the Direct Endorsement Lender Program, which is administered by the Federal Housing Administration and the U.S. Department of Housing and Urban Development.","federal","agency action","U.S. Attorney-Northern District of Georgia","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-ndga/pr/prospect-mortgage-llc-agrees-pay-4157-million-resolve-false-claims-act-allegations",""
"Prevezon Holdings Ltd.","","$5,896,333","$0","$5,896,333","2017","20170512","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","U.S. Attorney-Southern District of New York","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-sdny/pr/acting-manhattan-us-attorney-announces-59-million-settlement-civil-money-laundering-and",""
"Acme Refining Co.","","$4,545,243","$0","$4,545,243","2017","20170510","financial offenses","tax violations","","","federal","agency action","U.S. Attorney-Northern District of Illinois","criminal","","","","","","Illinois","Chicago","","","","","","","","","","","https://www.justice.gov/usao-ndil/pr/chicago-scrap-iron-refining-company-and-its-president-plead-guilty-criminal-tax",""
"Societe Generale S.A.","Societe Generale","$50,000,000","$0","$50,000,000","2017","20170120","financial offenses","toxic securities abuses","","Societe Generale acknowledged that it falsely represented to investors that the loans underlying residential mortgage-backed securities were originated generally in accordance with underwriting guidelines.","federal","agency action","U.S. Attorney-Eastern District of New York","civil","","","","","","","","","","","","France","","publicly traded","","financial services","banking","https://www.justice.gov/usao-edny/pr/soci-t-g-n-rale-agrees-pay-50-million-penalty-settle-rmbs-fraud-claims",""
"Deutsche Bank","Deutsche Bank","$95,000,000","$0","$95,000,000","2017","20170104","financial offenses","tax violations","fraud","Deutsche Bank agreed to pay $95 million to resolve allegations that it participated in a series of transactions that amounted to fraudulent conveyances carried out with the purpose and effect of evading tens of millions of dollars in federal tax liability.","federal","agency action","U.S. Attorney-Southern District of New York","civil","","","","","","","","","","","","Germany","","publicly traded","DB","financial services","banking & securities","https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-95-million-recovery-deutsche-bank-fraudulent-conveyance",""
"SRC Construction Inc.","","$250,000","$0","$250,000","2016","20161114","financial offenses","tax violations","","","federal","agency action","U.S. Attorney-District of Connecticut","criminal","","","","","","Connecticut","Meriden","","","","","","","","","","","https://www.justice.gov/usao-ct/pr/meriden-construction-company-fined-250k-filing-false-tax-return",""
"CG Technology LP (formerly Cantor Gaming)","","$16,500,000","$0","$16,500,000","2016","20161003","financial offenses","anti-money-laundering deficiencies","","CG Technology, LP, formerly doing business as Cantor Gaming, one of the largest race and sports book operators in the United States, entered into a non-prosecution agreement and agreed to pay $16.5 million in penalties and forfeiture to the federal government to resolve a criminal investigation into the company's past involvement in illegal gambling and money laundering schemes.","federal","agency action","U.S. Attorney-Eastern District of New York","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edny/pr/cantor-fitzgerald-affiliate-pay-more-16-million-penalties-and-forfeiture-engaging",""
"Ally Financial Inc.","Ally Financial","$52,000,000","$0","$52,000,000","2016","20160521","financial offenses","toxic securities abuses","","Ally Financial Inc. agreed to pay the United States $52 million to settle allegations that its subsidiaries acted improperly in relation to 10 subprime residential mortgage backed securities (RMBS) in 2006 and 2007.","federal","agency action","U.S. Attorney-Central District of California","civil","","","","","","","","","","","","USA","Michigan","publicly traded","ALLY","financial services","financial services","https://www.justice.gov/usao-cdca/pr/ally-financial-agrees-pay-52-million-resolve-investigation-improper-conduct-related",""
"Cherry Hill Construction Inc.","","$200,000","$0","$200,000","2015","20151204","financial offenses","tax violations","benefit plan administrator violation","Cherry Hill Construction Inc. was sentenced to three years of probation and a fine of $200,000 for underfunding its retirement plan and filing a false tax return.","federal","agency action","U.S. Attorney-District of Connecticut","criminal","","","","","","Connecticut","North Branford","","","","","","","","","","","https://www.justice.gov/usao-ct/pr/connecticut-construction-company-fined-200k-underfunding-retirement-plan-filing-false-tax",""
"Credit Agricole Corporate and Investment Bank (CACIB)","Credit Agricole","$156,000,000","$0","$156,000,000","2015","20151020","financial offenses","economic sanction violation","","Credit Agricole Corporate and Investment Bank (CACIB), a corporate and investment bank owned by Credit Agricole S.A. and headquartered in Paris,  agreed to forfeit $156 million and enter into a deferred prosecution agreement with the United States Attorney's Office for the District of Columbia for CACIB's violations of the International Emergency Economic Powers Act and the Trading With the Enemy Act.","federal","agency action","U.S. Attorney-District of Columbia","criminal","deferred prosecution agreement","","","","","","","","","","","France","","publicly traded","","financial services","banking","https://www.justice.gov/usao-dc/pr/cr-dit-agricole-corporate-and-investment-bank-admits-sanctions-violations-agrees-forfeit",""
"Hong Kong Entertainment (Overseas) Investments, LTD. dba Tinian Dynasty Hotel & Casino","","$3,036,969","$0","$3,036,969","2015","20150723","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","U.S. Attorney-District of Guam","criminal","non-prosecution agreement","","","","","Guam","","","","","","","","","","","","https://www.justice.gov/usao-gu/pr/hong-kong-entertainment-overseas-investments-ltd-dba-tinian-dynasty-hotel-casino-enters",""
"House of Oxford Inc.","","$13,600,000","$0","$13,600,000","2014","20140812","financial offenses","tax violations","","House of Oxford Inc., of New Jersey, and its officers agreed to forfeit to the United States more than $13.6 million in cash, property, jewelry, artwork, and luxury automobiles that were acquired with proceeds of the sale of tobacco products in California in a manner that evaded the payment of the required state excise tax.","federal","agency action","U.S. Attorney-Eastern District of California","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edca/pr/136-million-forfeiture-settlement-tobacco-industry-tax-evasion-case",""
"Tantus Tobacco LLC","","$750,000","$0","$750,000","2014","20140812","financial offenses","tax violations","","Tantus Tobacco, LLC, a Russell Springs, Kentucky, company paid $750,000 in restitution and forfeitures after being sentenced on a single charge of conspiracy to engage in contraband cigarette trafficking.","federal","agency action","U.S. Attorney-Western District of Kentucky","criminal","","","","","","Kentucky","Russell Springs","","","","","","","","","","","https://www.justice.gov/usao-wdky/pr/russell-springs-kentucky-business-pays-750000-restitution-and-forfeitures-role",""
"M&T Bank","M&T Bank","$560,000","$0","$560,000","2014","20140618","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","U.S. Attorney-District of Maryland","civil","","","","","","","","","","","","USA","New York","publicly traded","MTB","financial services","banking","https://www.justice.gov/usao-md/pr/baltimore-bank-ordered-forfeit-560000-failing-file-currency-transaction-reports-drug",""
"Fokker Services B.V.","","$10,500,000","$0","$10,500,000","2014","20140605","financial offenses","economic sanction violation","","Fokker Services B.V., a Dutch aerospace services provider, agreed to forfeit $10.5 million to the United States for conspiring to violate the International Emergency Economic Powers Act by engaging in illegal transactions involving the export of aircraft parts, technologies, and services to customers in Iran, Sudan, and Burma. The company also entered into a parallel settlement agreement (listed separately) with the Commerce Department's Bureau of Industry and Security and the Treasury Department's Office of Foreign Assets Control.","federal","agency action","U.S. Attorney-District of Columbia","criminal","deferred prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-dc/pr/fokker-services-bv-agrees-forfeit-105-million-illegal-transactions-iranian-sudanese-and",""
"Swisspartners Investment Network AG","","$4,400,000","$0","$4,400,000","2014","20140509","financial offenses","tax violations","","","federal","agency action","U.S. Attorney-Southern District of New York","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-agreement-swiss-asset-management-firm-and-related",""
"Jefferies LLC","Jefferies Financial Group","$25,000,000","$0","$25,000,000","2014","20140312","financial offenses","toxic securities abuses","fraud","","federal","agency action","U.S. Attorney-District of Connecticut","criminal","non-prosecution agreement","","","","","","","","","","","USA","New York","publicly traded","JEF","diversified","diversified","https://www.justice.gov/usao-ct/pr/jefferies-llc-agrees-pay-25-million-related-fraudulent-rmbs-trading-activity",""
"Aracoma Contracting LLC","","$4,405,000","$0","$4,405,000","2014","20140204","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","U.S. Attorney-Southern District of West Virginia","criminal","","","","","","West Virginia","","","","","","","","","","","","https://www.justice.gov/usao-sdwv/pr/aracoma-contracting-llc-sentenced-hiding-millions-cash-withdrawals-bank-mingo",""
"Shake-N-Go Fashion Inc. and Model Model Hair Fashion Inc.","","$15,000,000","$0","$15,000,000","2014","20140116","financial offenses","anti-money-laundering deficiencies","","Shake-N-Go Fashion Inc. and Model Model Hair Fashion Inc.  wholesale hair product companies based in Port Washington, N.Y. ? entered into an agreement  to resolve claims brought by the New Jersey U.S. Attorney's Office that they enabled the structuring of cash transactions to avoid reporting requirements in violation of the Bank Secrecy Act.","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","New York","Port Washington","","","","","","","","","","","https://www.justice.gov/usao-nj/pr/new-york-based-hair-product-companies-violated-bank-secrecy-act-agree-pay-15-million-make",""
"First Independence Bank","","$250,000","$0","$250,000","2013","20131018","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","U.S. Attorney-Eastern District of Michigan","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-edmi/pr/first-independence-bank-and-federal-authorities-reach-agreement",""
"Las Vegas Sands Corp.","Las Vegas Sands Corp.","$47,400,300","$0","$47,400,300","2013","20130827","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","U.S. Attorney-Central District of California","criminal","non-prosecution agreement","","","","","","","","","","","USA","Nevada","publicly traded","LVS","entertainment","casinos","https://www.justice.gov/usao-cdca/pr/operator-venetian-resort-las-vegas-agrees-return-over-47-million-after-receiving-money",""
"Liechtensteinische Landesbank AG","","$23,800,000","$0","$23,800,000","2013","20130730","financial offenses","tax violations","","Opening and maintaining undeclared bank accounts for U.S. taxpayers from 2001 through 2011.","federal","agency action","U.S. Attorney-Southern District of New York","criminal","non-prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-agreement-liechtenstein-bank-pay-238-million-resolve",""
"GB Check Cashing LLC","","$1,086,894","$0","$1,086,894","2013","20130711","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","U.S. Attorney-District of New Jersey","civil","","","","","","New Jersey","","","","","","","","","","","","https://www.justice.gov/usao-nj/pr/new-jersey-check-cashing-company-ordered-pay-more-1-million-probation-after-admitting",""
"Ambac Financial Group et al.","Ambac Financial","$101,900,000","$0","$101,900,000","2013","20130409","financial offenses","toxic securities abuses","","Bankruptcy court settlement of a dispute arising out of the tax accounting methods used by AMBAC to account for the credit default swap contract losses it purportedly sustained in the wake of the 2008 financial crisis.","federal","agency action","U.S. Attorney-Southern District of New York","civil","","","","","","","","","","","","USA","New York","publicly traded","AMBC","financial services","financial services","https://www.justice.gov/usao-sdny/pr/manhattan-us-attorney-announces-proposed-bankruptcy-court-settlement-ambac-over-100",""
"Katelyn & Claire, Inc. and Alex T, Inc. dba Quality Express","","$992,462","$0","$992,462","2013","20130315","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","U.S. Attorney-Middle District of Louisiana","criminal","","","","","","Louisiana","Baton Rouge","","","","","","","","","","","https://www.justice.gov/usao-mdla/pr/katelyn-claire-inc-and-alex-t-inc-guilty-plea",""
"First Bank of Delaware","","$15,000,000","$0","$15,000,000","2012","20121119","financial offenses","banking violation","fraud","","federal","agency action","U.S. Attorney-Eastern District of Pennsylvania","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/usao/pae/News/2012/Nov/FBD_release.htm",""
"Univision Auto LLC","","$866,427","$0","$866,427","2011","20110218","financial offenses","anti-money-laundering deficiencies","","","federal","agency action","U.S. Attorney-Eastern District of Virginia","criminal","","","","","","Virginia","Manassas","","","","","","","","","","","https://www.justice.gov/archive/usao/vae/news/2011/02/20110218univisionnr.html",""
"Nick's Amusements Inc.","","$50,000","$0","$50,000","2010","20101112","financial offenses","anti-money-laundering deficiencies","","Nick's Amusements Inc., of Baltimore County, Maryland, pleaded guilty to money laundering related to the operation of an illegal gambling business and was ordered  to pay a $50,000 fine.","federal","agency action","U.S. Attorney-District of Maryland","criminal","","","","","","Maryland","","","","","","","","","","","","https://www.justice.gov/archive/usao/md/news/archive/NicksAmusementsPleadsGuiltytoMoneyLaunderingOrderedtoPaya50000Fine.html",""
"Wachovia Bank N.A.","Wells Fargo","$50,000,000","$0","$50,000,000","2010","20100317","financial offenses","anti-money-laundering deficiencies","","Wachovia Bank entered into a deferred prosecution agreement with the U.S. Attorney's Office in the Southern District of Florida and the Asset Forfeiture and Money Laundering Section of the Criminal Division of the Department of Justice to resolve charges that it willfully failed to establish an anti-money laundering program.","federal","agency action","U.S. Attorney-Southern District of Florida","criminal","deferred prosecution agreement","","","","","","","","","","","USA","California","publicly traded","WFC","financial services","banking","https://www.justice.gov/archive/usao/fls/PressReleases/2010/100317-02.html",""
"American Italian Pasta Company","TreeHouse Foods","$7,500,000","$0","$7,500,000","2008","20080915","financial offenses","accounting fraud or deficiencies","","","federal","agency action","U.S. Attorney-Western District of Missouri","criminal","","","","","","","","","","","","USA","Illinois","publicly traded","THS","food products","food products","https://www.sec.gov/Archives/edgar/data/849667/000092290708000613/form8kexh991_091508.htm",""
"Beaulieu Group","Engineered Floors","$33,184,364","$0","$33,184,364","2007","20070615","financial offenses","tax violations","","","federal","agency action","U.S. Attorney-Northern District of Georgia","criminal","","","","","","","","","","","","USA","Georgia","privately held","","building materials","building materials","https://webcache.googleusercontent.com/search?q=cache:6yyjWSMJ5l4J:https://www.justice.gov/archive/usao/gan/press/2007/06-15-07.pdf+&cd=1&hl=en&ct=clnk&gl=us",""
"Hon Hai Precision Industry Company Ltd. And E-Star Inc.","Foxconn Technology Group (Hon Hai Precision Industry Company)","$42,000,000","$0","$42,000,000","2007","20070322","financial offenses","tax violations","","","federal","agency action","U.S. Attorney-Eastern District of Pennsylvania","criminal","","","","","","","","","","","","Taiwan","","publicly traded","","electrical and electronic equipment","electronic equipment","https://www.justice.gov/archive/usao/pae/News/2007/mar/estarpressfinal.html",""
"BAYERISCHE HYPO- UND VEREINSBANK AG","","$29,635,125","$0","$29,635,125","2006","20060214","financial offenses","tax violations","","","federal","agency action","U.S. Attorney-Southern District of New York","criminal","deferred prosecution agreement","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/usao/nys/pressreleases/February06/hvbdeferredprosecutionagreementpr.pdf",""
"The Bank of New York","Bank of New York Mellon","$38,000,000","$0","$38,000,000","2005","20051108","financial offenses","anti-money-laundering deficiencies","","The Bank of New York was offered a non-prosecution agreement and agreed to pay $38 million in penalties and victim compensation to resolve parallel criminal investigations conducted by the United States Attorneys' Offices for the Eastern and Southern Districts of New York relating to BNY's responsibility for crimes involving fraud and money laundering, as well as BNY's failure to comply with mandatory reporting obligations under the Bank Secrecy Act.","federal","agency action","U.S. Attorney-Eastern District of New York","criminal","non-prosecution agreement","","","","","","","","","","","USA","New York","publicly traded","BK","financial services","banking","https://www.justice.gov/archive/usao/nye/pr/2005/2005nov08.html",""
"Riggs Bank","PNC Financial Services","$16,000,000","$0","$16,000,000","2005","20050127","financial offenses","anti-money-laundering deficiencies","","Riggs Bank pleaded guilty to a federal criminal violation of the Bank Secrecy Act in connection with what was said to be Riggs' repeated and systemic failure accurately to report suspicious monetary transactions associated with bank accounts owned and controlled by Augusto Pinochet of Chile and by the government of Equatorial Guinea.","federal","agency action","U.S. Attorney-District of Columbia","criminal","","","","","","","","","","","","USA","Pennsylvania","publicly traded","PNC","financial services","banking","https://www.justice.gov/archive/tax/usaopress/2005/txdv050530.html",""
"Aldrich Chemical Company LLC","Merck KGaA (EMD)","$22,500","$0","$22,500","2017","20171023","financial offenses","tax violations","excise tax violation","","federal","agency action","Alcohol and Tobacco Tax and Trade Bureau","civil","","","","","","Wisconsin","Milwaukee","","","","","Germany","","publicly traded","","pharmaceuticals","pharmaceuticals","https://www.ttb.gov/images/pdfs/fo-compromise/2017/Aldrich_OIC_Redacted.pdf",""
"Mintco LLC","","$250,000","$0","$250,000","2017","20171220","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","Florida","Delray Beach","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr7667-17",""
"FTS Financial, Inc.","","$4,800,000","$0","$4,800,000","2017","20171212","financial offenses","investor protection violation","securities issuance or trading violation","","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","California","","","","","","","","","","","","http://www.cftc.gov/PressRoom/PressReleases/pr7659-17",""
"Bank of Odessa","","$5,500","$0","$5,500","2017","20171114","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Missouri","Odessa","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6HmAAK?operationContext=S1",""
"Oriental Bank","","$153,850","$0","$153,850","2017","20171108","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Puerto Rico","San Juan","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6HlAAK?operationContext=S1",""
"The Savings Bank","","$7,200","$0","$7,200","2017","20171102","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Ohio","Circleville","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6HoAAK?operationContext=S1",""
"Laona State Bank","","$6,000","$0","$6,000","2017","20171019","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Wisconsin","Laona","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6JzAAK?operationContext=S1",""
"Mega International Commercial Bank Co., Ltd.","","$29,000,000","$0","$29,000,000","2018","20180117","financial offenses","anti-money-laundering deficiencies","banking violation","The Federal Reserve Board announced a $29 million penalty against the U.S. operations of Mega International Commercial Bank Co., Ltd., of Taipei, Taiwan, for anti-money laundering violations and required the firm to improve its anti-money laundering oversight and controls.","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","","","","","","","https://www.federalreserve.gov/newsevents/pressreleases/files/enf20180117a1.pdf",""
"Goldman Sachs Bank USA","Goldman Sachs","$90,000","$0","$90,000","2018","20180112","financial offenses","banking violation","","National Flood Insurance Program","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","USA","New York","publicly traded","GS","financial services","banking & securities","https://www.federalreserve.gov/newsevents/pressreleases/files/enf20180112b1.pdf",""
"Goldman Sachs","Goldman Sachs","$14,000,000","$0","$14,000,000","2018","20180112","financial offenses","mortgage abuses","","","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","USA","New York","publicly traded","GS","financial services","banking & securities","https://www.federalreserve.gov/newsevents/pressreleases/files/enf20180112a2.pdf",""
"Morgan Stanley","Morgan Stanley","$8,000,000","$0","$8,000,000","2018","20180112","financial offenses","mortgage abuses","","","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","USA","New York","publicly traded","MS","financial services","financial services","https://www.federalreserve.gov/newsevents/pressreleases/files/enf20180112a4.pdf",""
"CIT Group Inc.","CIT","$5,200,000","$0","$5,200,000","2018","20180112","financial offenses","mortgage abuses","","","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","USA","New York","publicly traded","CIT","financial services","financial services","https://www.federalreserve.gov/newsevents/pressreleases/files/enf20180112a1.pdf",""
"U.S. Bancorp","U.S. Bancorp","$4,400,000","$0","$4,400,000","2018","20180112","financial offenses","mortgage abuses","","","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","USA","Minnesota","publicly traded","USB","financial services","banking","https://www.federalreserve.gov/newsevents/pressreleases/files/enf20180112a7.pdf",""
"PNC Financial Services Group","PNC Financial Services","$3,500,000","$0","$3,500,000","2018","20180112","financial offenses","mortgage abuses","","","federal","agency action","Federal Reserve","civil","","","","","","","","","","","","USA","Pennsylvania","publicly traded","PNC","financial services","banking","https://www.federalreserve.gov/newsevents/pressreleases/files/enf20180112a5.pdf",""
"Peoples Bank","","$2,800,000","$0","$2,800,000","2017","20171128","financial offenses","banking violation","","The Federal Reserve Board issued a Consent Order against Peoples Bank (Lawrence, Kansas) for deceptive residential mortgage origination practices in violation of section 5 of the Federal Trade Commission Act. The Consent Order required Peoples to pay approximately $2.8 million into an account to provide restitution to borrowers.","federal","agency action","Federal Reserve","civil","","","","","","Kansas","Lawrence","","","","","","","","","","","https://www.federalreserve.gov/newsevents/pressreleases/enforcement20171128a.htm",""
"Citibank N.A.","Citigroup","$70,000,000","$0","$70,000,000","2018","20180104","financial offenses","anti-money-laundering deficiencies","","Failure to comply with the agency's 2012 consent order related to Bank Secrecy Act and anti-money laundering deficiencies.","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","","","","","","","USA","New York","publicly traded","C","financial services","banking & securities","https://www.occ.gov/news-issuances/news-releases/2018/nr-occ-2018-3.html",""
"Citibank N.A.","Citigroup","$452,000","$0","$452,000","2017","20171010","financial offenses","banking violation","","","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","","","","","","","USA","New York","publicly traded","C","financial services","banking & securities","https://www.occ.gov/static/enforcement-actions/ea2017-096.pdf",""
"Dentsply Sirona Inc.","Dentsply Sirona","$1,220,400","$0","$1,220,400","2017","20171206","financial offenses","economic sanction violation","","violation of Iranian sanctions","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","USA","Pennsylvania","publicly traded","XRAY","medical equipment and supplies","medical supplies","https://www.treasury.gov/resource-center/sanctions/CivPen/Documents/20171206_Dentsply.pdf",""
"Mohlman Asset Management, LLC and Mohlman Asset Management Fund, LLC","","$100,937","$0","$100,937","2017","20171214","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/litreleases/2017/lr24011.htm",""
"Penn West Petroleum Ltd.","","$8,500,000","$0","$8,500,000","2017","20171120","financial offenses","accounting fraud or deficiencies","","A Canadian-based oil and gas company agreed to pay $8.5 million in civil penalties to settle charges brought by the Securities and Exchange Commission in June 2017 arising from an extensive, multi-year accounting fraud.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/litreleases/2017/lr23993.htm",""
"Capital Financial Partners, LLC et al.","","$15,700,000","$0","$15,700,000","2017","20171117","financial offenses","investor protection violation","","The Securities and Exchange Commission announced that the United States District Court for the District of Massachusetts entered a $15.7 million final judgment against a former professional football player and his co-defendants for defrauding investors in a Ponzi scheme case involving money raised to make loans to professional athletes.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/litreleases/2017/lr23991.htm",""
"Enson Trading LLC","","$740,012","$0","$740,012","2017","20171221","financial offenses","tax violations","motor vehicle safety violation","Enson Trading LLC, which does business as Eternal Food Service, was sentenced in U.S. District Court for failing to file required IRS forms for cash transactions exceeding $10,000, and for violating Federal Motor Carrier Safety regulations.","federal","agency action","U.S. Attorney-Southern District of Ohio","criminal","","","","","","Ohio","","","","","","","","","","","","https://www.justice.gov/usao-sdoh/pr/lockland-company-sentenced-failing-report-large-cash-transactions-trucking-safety",""
"Credit Karma, Inc.","","$160,000","$0","$160,000","2018","20180312","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2018/33-10469.pdf",""
"Valor Capital Asset Management, LLC","","$715,871","$0","$715,871","2018","20180306","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2018/34-82816.pdf",""
"Financial Fiduciaries, LLC","","$40,000","$0","$40,000","2018","20180305","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2018/ia-4863.pdf",""
"Equitystar Capital Management, LLC","","$2,890,518","$0","$2,890,518","2018","20180226","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2018/33-10461.pdf",""
"Dynamic Intelligence, Inc.","","$228,552","$0","$228,552","2018","20180216","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2018/33-10458.pdf",""
"Wedbush Securities Inc.","Wedbush Securities","$1,304,197","$0","$1,304,197","2018","20180205","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","California","privately held","","financial services","stock brokerage","https://www.sec.gov/litigation/admin/2018/34-82630.pdf",""
"Americafirst Capital Management, LLC","","$50,000","$0","$50,000","2018","20180123","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2018/33-10454.pdf",""
"Gemini Fund Services, LLC","","$400,000","$0","$400,000","2018","20180122","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2018/ia-4847.pdf",""
"Industrial and Commercial Bank of China Financial Services LLC","Industrial and Commercial Bank of China","$1,250,000","$0","$1,250,000","2018","20180118","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","China","","publicly traded","","financial services","banking","https://www.sec.gov/litigation/admin/2018/34-82533.pdf",""
"LKL Investment Counsel LLC","","$100,000","$0","$100,000","2018","20180103","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2018/ia-4836.pdf",""
"Train, Babcock Advisors LLC","","$1,700,725","$0","$1,700,725","2017","20171222","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-82399.pdf",""
"Southwind Associates of NJ, Inc. d/b/a Villafranco Wealth Management","","$50,000","$0","$50,000","2017","20171222","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-82397.pdf",""
"TPG Capital Advisors, LLC","TPG Capital","$12,487,620","$0","$12,487,620","2017","20171221","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","Texas","privately held","","private equity (including portfolio companies)","private equity (including portfolio companies)","https://www.sec.gov/litigation/admin/2017/ia-4830.pdf",""
"Packerland Brokerage Services, Inc. and Atlas Capital Management Corp.","","$536,886","$0","$536,886","2017","20171221","financial offenses","investor protection violation","","","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","","","","","","","https://www.sec.gov/litigation/admin/2017/34-82383.pdf",""
"Merrill Lynch, Pierce, Fenner & Smith Incorporated","Bank of America","$13,000,000","$0","$13,000,000","2017","20171221","financial offenses","anti-money-laundering deficiencies","","Merrill Lynch agreed to settle allegations that it failed to file and timely file Suspicious Activity Reports (SARs) for certain transactions.","federal","agency action","Securities and Exchange Commission","civil","","","","","","","","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","https://www.sec.gov/litigation/admin/2017/34-82382.pdf",""
